"Theme","Topic","Author","Posted","Link","Views_20220801_023513","Replies_20220801_023513","Views_20220801_044004","Replies_20220801_044004","Views_20220801_055823","Replies_20220801_055823","Views_20220801_064808","Replies_20220801_064808","Views_20220801_072955","Replies_20220801_072955","Views_20220801_083402","Replies_20220801_083402","Views_20220801_092902","Replies_20220801_092902","Views_20220801_103156","Replies_20220801_103156","Views_20220801_112319","Replies_20220801_112319","Views_20220801_125344","Replies_20220801_125344","Views_20220801_135215","Replies_20220801_135215","Views_20220801_142602","Replies_20220801_142602","Views_20220801_153110","Replies_20220801_153110","Views_20220801_164117","Replies_20220801_164117","Views_20220801_173303","Replies_20220801_173303","Views_20220801_183554","Replies_20220801_183554","Views_20220801_192143","Replies_20220801_192143","Views_20220801_203050","Replies_20220801_203050","Views_20220801_212353","Replies_20220801_212353","Views_20220801_222841","Replies_20220801_222841","Views_20220801_232934","Replies_20220801_232934","Views_20220802_024326","Replies_20220802_024326","Views_20220802_043852","Replies_20220802_043852","Views_20220802_054926","Replies_20220802_054926","Views_20220802_063140","Replies_20220802_063140","Views_20220802_072649","Replies_20220802_072649","Views_20220802_083438","Replies_20220802_083438","Views_20220802_092621","Replies_20220802_092621","Views_20220802_103250","Replies_20220802_103250","Views_20220802_112245","Replies_20220802_112245","Views_20220802_125503","Replies_20220802_125503","Views_20220802_134801","Replies_20220802_134801","Views_20220802_142621","Replies_20220802_142621","Views_20220802_152757","Replies_20220802_152757","Views_20220802_163908","Replies_20220802_163908","Views_20220802_173327","Replies_20220802_173327","Views_20220802_183316","Replies_20220802_183316","Views_20220802_192123","Replies_20220802_192123","Views_20220802_202929","Replies_20220802_202929","Views_20220802_212308","Replies_20220802_212308","Views_20220802_222746","Replies_20220802_222746","Views_20220802_232721","Replies_20220802_232721","Views_20220803_022702","Replies_20220803_022702","Views_20220803_042321","Replies_20220803_042321","Views_20220803_054531","Replies_20220803_054531","Views_20220803_063214","Replies_20220803_063214","Views_20220803_072436","Replies_20220803_072436","Views_20220803_083532","Replies_20220803_083532","Views_20220803_092940","Replies_20220803_092940","Views_20220803_102949","Replies_20220803_102949","Views_20220803_112235","Replies_20220803_112235","Views_20220803_125348","Replies_20220803_125348","Views_20220803_134740","Replies_20220803_134740","Views_20220803_142350","Replies_20220803_142350","Views_20220803_153109","Replies_20220803_153109","Views_20220803_163641","Replies_20220803_163641","Views_20220803_172643","Replies_20220803_172643","Views_20220803_183207","Replies_20220803_183207","Views_20220803_192201","Replies_20220803_192201","Views_20220803_202829","Replies_20220803_202829","Views_20220803_212353","Replies_20220803_212353","Views_20220803_222723","Replies_20220803_222723","Views_20220803_232700","Replies_20220803_232700","Views_20220804_021351","Replies_20220804_021351"
"Announcements & Nutritionists needed","Medair seeks a Food Security Advisor for its programme in Afghanistan","Eliza Jockuat","2015-01-26","https://www.en-net.org/question/1594.aspx",8130,NA,8130,NA,8130,NA,8130,NA,8130,NA,8130,NA,8130,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8131,NA,8132,NA,8132,NA,8132,NA,8132,NA,8132,NA,8132,NA,8132,NA,8132,NA,8132,NA,8133,NA,8133,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8135,NA,8136,NA,8136,NA,8136,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA,8137,NA
"Announcements & Nutritionists needed","Medair seeks a Food Security, Project Manager","Medair HR Recruitment Assistant","2012-11-12","https://www.en-net.org/question/891.aspx",9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9124,NA,9125,NA,9125,NA,9125,NA,9125,NA,9126,NA,9126,NA,9126,NA,9126,NA,9126,NA,9126,NA,9127,NA,9127,NA,9127,NA,9128,NA,9128,NA,9128,NA,9128,NA,9129,NA,9129,NA,9129,NA,9129,NA,9129,NA,9129,NA,9129,NA,9130,NA,9130,NA,9130,NA,9130,NA,9130,NA,9130,NA,9130,NA,9131,NA,9131,NA,9132,NA,9132,NA,9132,NA,9132,NA,9133,NA,9134,NA,9134,NA,9134,NA,9134,NA,9134,NA,9134,NA,9135,NA,9136,NA,9136,NA,9137,NA,9137,NA,9138,NA
"Announcements & Nutritionists needed","Medair seeks a Health and Nutrition Advisor in Chad","Medair HR Recruitment Assistant","2012-11-12","https://www.en-net.org/question/892.aspx",8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8906,NA,8907,NA,8907,NA,8907,NA,8907,NA,8907,NA,8907,NA,8907,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8908,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8910,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8911,NA,8912,NA
"Announcements & Nutritionists needed","Medair seeks a Nutrition Project Manager in Afghanistan","Alan Mason","2015-04-30","https://www.en-net.org/question/1704.aspx",8679,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8680,NA,8681,NA,8681,NA,8681,NA,8681,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA,8682,NA
"Announcements & Nutritionists needed","Medair seeks a Nutrition Project Manager in Afghanistan","Anonymous 24","2010-10-11","https://www.en-net.org/question/279.aspx",9043,NA,9043,NA,9043,NA,9043,NA,9043,NA,9043,NA,9043,NA,9043,NA,9043,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9044,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9045,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9048,NA,9048,NA,9048,NA,9048,NA,9048,NA,9048,NA,9048,NA,9048,NA,9048,NA,9049,NA,9050,NA
"Announcements & Nutritionists needed","Medair seeks Health Manager (s) - (Supervising Nurse or Doctor) for its programme in Sierra Leone","Eliza Jockuat","2015-01-05","https://www.en-net.org/question/1583.aspx",8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8959,NA,8960,NA,8960,NA,8960,NA,8960,NA,8960,NA,8960,NA,8960,NA,8960,NA,8960,NA,8961,NA,8962,NA,8962,NA,8962,NA,8962,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA,8963,NA
"Announcements & Nutritionists needed","Medair seeks Health Project Managers for programmes in D. R. Congo","Eliza Jockuat","2014-12-05","https://www.en-net.org/question/1565.aspx",7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7838,NA,7839,NA,7839,NA,7840,NA,7840,NA,7840,NA,7841,NA,7841,NA,7841,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7842,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7843,NA,7844,NA,7845,NA,7845,NA,7845,NA,7845,NA,7845,NA,7845,NA,7846,NA,7846,NA,7846,NA,7846,NA,7846,NA,7846,NA,7846,NA,7846,NA,7846,NA,7847,NA,7847,NA,7847,NA,7847,NA
"Announcements & Nutritionists needed","Medair seeks Nutrition Manager for Afghanistan","Anonymous 24","2010-12-21","https://www.en-net.org/question/321.aspx",8931,NA,8932,NA,8932,NA,8932,NA,8932,NA,8932,NA,8932,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8933,NA,8934,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8935,NA,8936,NA,8936,NA,8936,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA
"Announcements & Nutritionists needed","Medair Vacancy - Health & Nutrition Advisor (Syrian Crisis)","Eliza Jockuat","2015-01-26","https://www.en-net.org/question/1595.aspx",9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9145,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9146,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9147,NA,9148,NA,9148,NA,9148,NA,9149,NA,9149,NA,9149,NA,9149,NA,9149,NA,9149,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA,9151,NA
"Announcements & Nutritionists needed","Médecins Sans Frontières Spain is looking for a Nutrition Referent Advisor","Nina Potapova","2017-02-22","https://www.en-net.org/question/2812.aspx",7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7417,NA,7418,NA,7418,NA,7418,NA,7418,NA,7419,NA,7419,NA,7419,NA,7419,NA,7419,NA,7420,NA
"Announcements & Nutritionists needed","Médecins Sans Frontières Spain is looking for a Nutrition Referent Advisor","Nina Potapova","2017-03-03","https://www.en-net.org/question/2827.aspx",7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7853,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7854,NA,7855,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7856,NA,7857,NA,7858,NA,7859,NA,7859,NA,7859,NA,7859,NA,7859,NA
"Announcements & Nutritionists needed","Medical Advisor for Medair in Somaliland","Anonymous 806","2011-09-27","https://www.en-net.org/question/537.aspx",8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8166,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8167,NA,8168,NA,8168,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8169,NA,8171,NA,8171,NA,8171,NA,8171,NA,8171,NA,8171,NA,8172,NA,8172,NA,8172,NA,8172,NA
"Announcements & Nutritionists needed","Meeting: iCCM & Nut technical meeting in NYC 11-12 Dec, 2014","Casie Tesfai","2014-09-29","https://www.en-net.org/question/1492.aspx",8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8940,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8941,NA,8942,NA,8942,NA,8942,NA,8946,NA,8946,NA,8946,NA,8946,NA,8946,NA,8946,NA,8946,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8947,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA,8948,NA
"Announcements & Nutritionists needed","Mental Health & Psychosocial Support (MHPSS) Project Manager/ Medair","Anonymous 806","2019-03-22","https://www.en-net.org/question/3604.aspx",5745,NA,5745,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5746,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5747,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5749,NA,5749,NA,5749,NA,5749,NA,5749,NA,5750,NA,5750,NA,5750,NA,5750,NA,5751,NA,5753,NA,5753,NA,5753,NA,5755,NA,5755,NA,5755,NA,5755,NA,5755,NA,5756,NA,5756,NA,5756,NA,5756,NA
"Announcements & Nutritionists needed","Midterm Evaluation Consultant needed for nutrition capacity-building project in Myanmar","Leslie Koo","2014-03-26","https://www.en-net.org/question/1316.aspx",8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8827,NA,8828,NA,8828,NA,8828,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8829,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA,8831,NA
"Announcements & Nutritionists needed","MIHR seeking MAMI consultant - deadline to apply 23 Aug 2021","Kelsey Grey","2021-08-17","https://www.en-net.org/question/4377.aspx",3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3434,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3435,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3436,NA,3437,NA,3438,NA,3439,NA,3439,NA,3440,NA,3440,NA,3440,NA,3440,NA,3440,NA
"Announcements & Nutritionists needed","Minimum Reporting Package for SFPS: project leader VACANCY (closes March 14th)","Victoria Sibson","2012-03-03","https://www.en-net.org/question/666.aspx",9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9057,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9060,NA,9060,NA,9060,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9061,NA,9065,NA
"Announcements & Nutritionists needed","Mother-led MUAC Webinar on 4 April 2017","Loria Kulathungam","2017-03-24","https://www.en-net.org/question/2863.aspx",8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8863,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8865,NA,8865,NA,8865,NA,8865,NA,8865,NA,8867,NA
"Announcements & Nutritionists needed","Movement Secretariat: Two exciting new advocacy and communications positions","Anonymous 24","2017-06-08","https://www.en-net.org/question/2954.aspx",7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7555,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7556,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7557,NA,7558,NA,7559,NA,7559,NA,7559,NA,7559,NA,7559,NA,7559,NA,7559,NA
"Announcements & Nutritionists needed","Mozambique: WFP seeks a Consultant with experience in Coverage Surveys","filippo dibari","2018-05-26","https://www.en-net.org/question/3335.aspx",5700,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5701,NA,5702,NA,5702,NA,5702,NA,5702,NA,5702,NA,5702,NA,5704,NA,5704,NA,5704,NA,5704,NA,5704,NA,5705,NA
"Announcements & Nutritionists needed","MQSUN+ Consultancy to Assess Quality of Emergency Nutrition Response in Emergency, North East Nigeria","Blene Hailu","2018-08-06","https://www.en-net.org/question/3410.aspx",5258,NA,5258,NA,5258,NA,5258,NA,5258,NA,5258,NA,5258,NA,5258,NA,5258,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5259,NA,5260,NA,5260,NA,5260,NA,5260,NA,5260,NA,5260,NA,5260,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5261,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5262,NA,5263,NA,5263,NA,5263,NA,5263,NA,5264,NA,5264,NA,5264,NA,5264,NA,5265,NA,5265,NA,5265,NA,5265,NA,5265,NA
"Announcements & Nutritionists needed","MSc Health Promotion, fully funded scholarship","Carol Williams","2017-04-30","https://www.en-net.org/question/2911.aspx",7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7679,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7680,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7681,NA,7682,NA,7682,NA,7682,NA,7683,NA,7683,NA,7684,NA,7684,NA,7684,NA,7684,NA,7684,NA,7685,NA,7686,NA,7686,NA,7687,NA,7687,NA,7687,NA,7688,NA,7689,NA,7689,NA,7689,NA,7689,NA,7689,NA
"Announcements & Nutritionists needed","MSF Belgium is looking for a  HQ nutrition adviser","Pascale Delchevalerie","2016-03-07","https://www.en-net.org/question/2390.aspx",8632,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8633,NA,8634,NA,8634,NA,8634,NA,8634,NA,8634,NA,8634,NA,8634,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8635,NA,8637,NA,8638,NA,8638,NA,8639,NA
"Announcements & Nutritionists needed","MSF is recruiting Leader of the MSF nutrition working group (readvertised) 50%","Lena Schneider (MSF)","2021-06-22","https://www.en-net.org/question/4336.aspx",3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3596,NA,3597,NA,3597,NA,3597,NA,3597,NA,3597,NA,3597,NA,3597,NA,3597,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3598,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3599,NA,3600,NA,3600,NA
"Announcements & Nutritionists needed","MSF-Spain is looking for an Intersectional Nutrition Focal Point (based in Ethiopia)","Nina Potapova","2016-03-11","https://www.en-net.org/question/2399.aspx",8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8661,NA,8662,NA,8662,NA,8662,NA,8662,NA,8662,NA,8663,NA,8663,NA,8663,NA,8663,NA,8663,NA
"Announcements & Nutritionists needed","MSF-Swiss is recruiting a flying Nutrition&Pediatrics officer","Nathalie AVRIL","2021-04-01","https://www.en-net.org/question/4266.aspx",4005,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4006,NA,4007,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4008,NA,4009,NA,4009,NA,4009,NA,4009,NA,4009,NA,4009,NA,4010,NA,4010,NA,4010,NA,4010,NA,4010,NA,4010,NA,4010,NA,4011,NA,4011,NA,4011,NA,4011,NA,4011,NA,4012,NA,4013,NA
"Announcements & Nutritionists needed","MUAC and WHZ as indicators of SAM - ENN produced report available","Marie McGrath","2013-03-22","https://www.en-net.org/question/1001.aspx",10236,NA,10236,NA,10236,NA,10236,NA,10236,NA,10236,NA,10236,NA,10236,NA,10237,NA,10237,NA,10237,NA,10237,NA,10237,NA,10237,NA,10237,NA,10237,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10238,NA,10239,NA,10239,NA,10239,NA,10239,NA,10239,NA,10239,NA,10240,NA,10240,NA,10240,NA,10241,NA,10241,NA,10241,NA,10241,NA,10241,NA,10241,NA,10242,NA,10242,NA,10242,NA,10242,NA,10242,NA,10242,NA,10242,NA
