"Theme","Topic","Author","Posted","Link","Views_20220823_045012","Replies_20220823_045012","Views_20220823_055957","Replies_20220823_055957"
"Announcements & Nutritionists needed","Nutrition International seeks consultant for Mozambique","Anonymous 24","2018-02-27","https://www.en-net.org/question/3252.aspx",6562,NA,6562,NA
"Announcements & Nutritionists needed","Nutrition International seeks consultant for Pakistan","Anonymous 24","2018-07-23","https://www.en-net.org/question/3389.aspx",5329,NA,5329,NA
"Announcements & Nutritionists needed","Nutrition International-NLIFT is recruiting a Nutrition Technical Advisor in Indonesia","Nutrition International - NTEAM","2019-04-09","https://www.en-net.org/question/3613.aspx",5110,NA,5110,NA
"Announcements & Nutritionists needed","Nutrition Internship Opportunity - Save the Children US","Nicki Connell","2016-09-13","https://www.en-net.org/question/2630.aspx",8301,NA,8301,NA
"Announcements & Nutritionists needed","Nutrition Lead - Ethiopia","Kate Magee","2019-04-25","https://www.en-net.org/question/3631.aspx",5344,NA,5344,NA
"Announcements & Nutritionists needed","Nutrition Manager","Alan Mason","2016-09-15","https://www.en-net.org/question/2633.aspx",8291,NA,8291,NA
"Announcements & Nutritionists needed","Nutrition Manager","Alan Mason","2017-10-24","https://www.en-net.org/question/3097.aspx",6640,NA,6641,NA
"Announcements & Nutritionists needed","Nutrition Manager","Alan Mason","2018-02-22","https://www.en-net.org/question/3246.aspx",6273,NA,6273,NA
"Announcements & Nutritionists needed","Nutrition Manager (Generic) All Medair field programmes.","Anonymous 806","2022-06-13","https://www.en-net.org/question/4591.aspx",389,NA,389,NA
"Announcements & Nutritionists needed","Nutrition manager in South Sudan for International Medical Corps","Iris Bollemeijer","2021-08-30","https://www.en-net.org/question/4391.aspx",3762,NA,3762,NA
"Announcements & Nutritionists needed","Nutrition Manager needed in Bol, Chad","Anonymous 1494","2012-08-01","https://www.en-net.org/question/797.aspx",8740,NA,8741,NA
"Announcements & Nutritionists needed","Nutrition Manager-Bol, Chad  12-371  Needed","Anonymous 1494","2012-09-07","https://www.en-net.org/question/834.aspx",8739,NA,8739,NA
"Announcements & Nutritionists needed","Nutrition Manager, Generic","Anonymous 806","2021-11-30","https://www.en-net.org/question/4452.aspx",3724,NA,3724,NA
"Announcements & Nutritionists needed","Nutrition Policy Specialist","Anonymous 4509","2017-03-20","https://www.en-net.org/question/2855.aspx",7779,NA,7779,NA
"Announcements & Nutritionists needed","Nutrition Program Coordinator, WFP, Yida, South Sudan (1782)","Rebecca Jane Cooper","2013-08-20","https://www.en-net.org/question/1125.aspx",9782,NA,9782,NA
"Announcements & Nutritionists needed","Nutrition Program Manager - Multiple Countries","Anonymous 1271","2012-07-12","https://www.en-net.org/question/784.aspx",8493,NA,8494,NA
"Announcements & Nutritionists needed","NUTRITION PROGRAM MANAGER (CMAM) - MYANMAR","Michael ALVES","2017-02-20","https://www.en-net.org/question/2810.aspx",7567,NA,7568,NA
"Announcements & Nutritionists needed","Nutrition Program Manager Dadaab-ACF Kenya Mission","Vivian Ajega","2012-11-30","https://www.en-net.org/question/918.aspx",9316,NA,9316,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- South Sudan  13-070","Anonymous 1494","2013-03-15","https://www.en-net.org/question/992.aspx",8422,NA,8422,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- South Sudan 13-070","Anonymous 1494","2013-03-19","https://www.en-net.org/question/997.aspx",7829,NA,7829,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- Yemen 13-461","Anonymous 2279","2013-10-22","https://www.en-net.org/question/1179.aspx",8297,NA,8297,NA
"Announcements & Nutritionists needed","Nutrition Program Manager, Yida, South Sudan (1780)","Rebecca Jane Cooper","2013-08-20","https://www.en-net.org/question/1124.aspx",8811,NA,8811,NA
"Announcements & Nutritionists needed","Nutrition Program Manager/Fundación Nous Cims SPANISH & FRENCH NEEDED","Anonymous 40902","2022-02-11","https://www.en-net.org/question/4491.aspx",2392,NA,2392,NA
"Announcements & Nutritionists needed","Nutrition Programmes Coordinator - GOAL Global","James","2019-09-20","https://www.en-net.org/question/3766.aspx",5837,NA,5837,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Alan Mason","2016-09-28","https://www.en-net.org/question/2660.aspx",9182,NA,9182,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Alan Mason","2017-11-02","https://www.en-net.org/question/3104.aspx",7148,NA,7148,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Alan Mason","2018-08-09","https://www.en-net.org/question/3418.aspx",6247,NA,6247,NA
"Announcements & Nutritionists needed","Nutrition Research Manager - South Sudan","Casie Tesfai","2016-09-19","https://www.en-net.org/question/2642.aspx",8498,NA,8498,NA
"Announcements & Nutritionists needed","Nutrition Resource Acquisition, Design and Development Manager","Anonymous 2202","2013-02-01","https://www.en-net.org/question/963.aspx",8591,NA,8591,NA
"Announcements & Nutritionists needed","Nutrition Resource Acquisition, Design and Development Manager","Anonymous 2202","2013-02-01","https://www.en-net.org/question/964.aspx",8618,NA,8618,NA
"Announcements & Nutritionists needed","Nutrition RUTF expert needed for consultancy","Colleen Connell","2019-09-10","https://www.en-net.org/question/3755.aspx",5399,NA,5399,NA
"Announcements & Nutritionists needed","Nutrition Science Program Manager Needed","Megan Bourassa","2021-02-22","https://www.en-net.org/question/4211.aspx",3841,NA,3841,NA
"Announcements & Nutritionists needed","Nutrition Scientist urgently needed","Elvy Wee","2017-11-24","https://www.en-net.org/question/3133.aspx",7562,NA,7562,NA
"Announcements & Nutritionists needed","Nutrition Security Consultant - MSF","Nathalie AVRIL","2021-08-13","https://www.en-net.org/question/4376.aspx",3617,NA,3617,NA
"Announcements & Nutritionists needed","NUTRITION SENIOR ADVISER","Silvina Campanini","2012-12-04","https://www.en-net.org/question/924.aspx",9031,NA,9031,NA
"Announcements & Nutritionists needed","Nutrition Sensitive Programming Specialist","Anonymous 3483","2016-02-04","https://www.en-net.org/question/2354.aspx",8562,NA,8562,NA
"Announcements & Nutritionists needed","Nutrition short course in the UK: DEADLINE EXTENDED!","Jody Harris","2018-03-28","https://www.en-net.org/question/3273.aspx",6670,NA,6670,NA
"Announcements & Nutritionists needed","Nutrition SMART SENS Survey Specialist for Chad - UNHCR Consultancy","Anonymous 40","2019-05-14","https://www.en-net.org/question/3659.aspx",5515,NA,5515,NA
"Announcements & Nutritionists needed","Nutrition Specialist","Anonymous 3831","2019-06-13","https://www.en-net.org/question/3700.aspx",5470,NA,5471,NA
"Announcements & Nutritionists needed","Nutrition Specialist","RedR Australia","2013-05-28","https://www.en-net.org/question/1053.aspx",8814,NA,8815,NA
"Announcements & Nutritionists needed","Nutrition Specialist  IRC Opportunity","Anonymous 3831","2019-11-08","https://www.en-net.org/question/3793.aspx",4929,NA,4929,NA
"Announcements & Nutritionists needed","Nutrition Specialist - IRC HQ, New York","Casie Tesfai","2014-12-04","https://www.en-net.org/question/1562.aspx",9161,NA,9161,NA
"Announcements & Nutritionists needed","Nutrition Specialist - Opportunity at IRC","Anonymous 3831","2019-11-06","https://www.en-net.org/question/3790.aspx",4728,NA,4728,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Community) - 6 months Maternity Cover","Erin McCloskey-Rebelo","2015-02-23","https://www.en-net.org/question/1630.aspx",9093,NA,9093,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Emergency Response Team), P-4, Nutrition Section, Programme Division – New York HQ with frequent travel to the field","United Nations Children's Fund","2018-07-25","https://www.en-net.org/question/3394.aspx",6007,NA,6007,NA
"Announcements & Nutritionists needed","Nutrition specialist (f/m) - Consultant","Anonymous 2393","2013-11-08","https://www.en-net.org/question/1195.aspx",8503,NA,8503,NA
"Announcements & Nutritionists needed","Nutrition specialist (f/m) - Consultant","Anonymous 2393","2013-11-08","https://www.en-net.org/question/1196.aspx",8610,NA,8610,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Information), P-4, ESARO, Nairobi , Kenya, # 71810","Anonymous 3427","2016-05-02","https://www.en-net.org/question/2474.aspx",9046,NA,9046,NA
"Announcements & Nutritionists needed","Nutrition Specialist in Emergencies Job Announcement","Ivennie Matika","2015-04-08","https://www.en-net.org/question/1677.aspx",8416,NA,8416,NA
"Announcements & Nutritionists needed","Nutrition Specialist, P-3, NETI, Various Duty Stations - Generic Vacancy Announcement","Anonymous 3427","2016-07-31","https://www.en-net.org/question/2576.aspx",8930,NA,8930,NA
"Announcements & Nutritionists needed","Nutrition Specialist, UNICEF Afghanistan","Suzanne Fuhrman","2020-03-16","https://www.en-net.org/question/3881.aspx",4673,NA,4673,NA
"Announcements & Nutritionists needed","Nutrition Specialist, World Food Programme, Nepal (closing 18 November)","Lindsey Horton","2015-11-12","https://www.en-net.org/question/2259.aspx",9614,NA,9615,NA
"Announcements & Nutritionists needed","Nutrition specialist/researcher","fewsafghanistan@chemonics.com","2011-09-13","https://www.en-net.org/question/533.aspx",8214,NA,8214,NA
"Announcements & Nutritionists needed","NUTRITION SURVEILLANCE COORDINATOR - AFGHANISTAN - ACTION CONTRE LA FAIM","Michael ALVES","2017-02-24","https://www.en-net.org/question/2818.aspx",7923,NA,7923,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-03-08","https://www.en-net.org/question/670.aspx",8757,NA,8758,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-03-22","https://www.en-net.org/question/676.aspx",8958,NA,8958,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-04-11","https://www.en-net.org/question/688.aspx",9157,NA,9157,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager -- Pakistan -- Thatta and Dadu, Sindh","Anonymous 1271","2012-05-03","https://www.en-net.org/question/713.aspx",9029,NA,9029,NA
"Announcements & Nutritionists needed","Nutrition Survey and Research Adviser","Anonymous 374","2019-08-23","https://www.en-net.org/question/3734.aspx",5655,NA,5655,NA
"Announcements & Nutritionists needed","Nutrition Survey and Research Advisor - Concern Worldwide","Regine Kopplow","2019-06-25","https://www.en-net.org/question/3706.aspx",5632,NA,5632,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Jordan","Anonymous 40","2016-02-01","https://www.en-net.org/question/2341.aspx",9729,NA,9729,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Sudan","Anonymous 40","2016-02-01","https://www.en-net.org/question/2343.aspx",9053,NA,9053,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Tanzania","Anonymous 40","2016-02-01","https://www.en-net.org/question/2342.aspx",10124,NA,10124,NA
"Announcements & Nutritionists needed","Nutrition Survey Consultant - Chad - to start as soon as possible","Hannah Pollard","2013-09-02","https://www.en-net.org/question/1132.aspx",8305,NA,8305,NA
"Announcements & Nutritionists needed","Nutrition Survey Consultant, Myanmar (3 months to start asap)","Alison Donnelly","2013-07-18","https://www.en-net.org/question/1101.aspx",8582,NA,8583,NA
"Announcements & Nutritionists needed","Nutrition Survey Expert (SMART expert) Nigeria / ACF","Chantal Autotte Bouchard","2018-11-01","https://www.en-net.org/question/3484.aspx",6076,NA,6076,NA
"Announcements & Nutritionists needed","Nutrition Survey South Sudan","Alexandra Blaise Balmer","2017-02-01","https://www.en-net.org/question/2795.aspx",7367,NA,7367,NA
"Announcements & Nutritionists needed","Nutrition Survey Specialist for Algeria - Consultancy 3 months","Anonymous 40","2019-02-01","https://www.en-net.org/question/3547.aspx",5931,NA,5931,NA
"Announcements & Nutritionists needed","Nutrition Survey Technician","Joseph Galabuzi","2019-04-23","https://www.en-net.org/question/3625.aspx",5069,NA,5069,NA
"Announcements & Nutritionists needed","Nutrition Survey Technicians","Joseph Galabuzi","2019-05-29","https://www.en-net.org/question/3674.aspx",5027,NA,5027,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor - Opportunity at IRC","Anonymous 3831","2019-11-06","https://www.en-net.org/question/3789.aspx",4897,NA,4897,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor – Syria Response","Christine Fernandes","2017-08-15","https://www.en-net.org/question/3026.aspx",7547,NA,7547,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor Needed (IRC)","Anonymous 1485","2012-06-19","https://www.en-net.org/question/760.aspx",8117,NA,8117,NA
"Announcements & Nutritionists needed","Nutrition Technical Manager","Alan Mason","2018-01-18","https://www.en-net.org/question/3192.aspx",6992,NA,6992,NA
"Announcements & Nutritionists needed","Nutrition Traineeship","Concern Worldwide","2012-06-08","https://www.en-net.org/question/751.aspx",9423,NA,9423,NA
"Announcements & Nutritionists needed","Nutrition trainings","Mícheál O hIarlaithe","2010-11-01","https://www.en-net.org/question/292.aspx",8443,NA,8443,NA
"Announcements & Nutritionists needed","Nutritional Causal Analysis Expert needed for ACF India !","Enguerrand ROBLIN","2013-08-23","https://www.en-net.org/question/1129.aspx",9401,NA,9402,NA
"Announcements & Nutritionists needed","Nutritionist - International Committee of the Red Cross","Anonymous 32442","2019-06-03","https://www.en-net.org/question/3681.aspx",5706,NA,5706,NA
"Announcements & Nutritionists needed","Nutritionist - Niger - Concern Job Opportunity","Anonymous 374","2012-07-10","https://www.en-net.org/question/782.aspx",8424,NA,8424,NA
"Announcements & Nutritionists needed","Nutritionist (Social Behavior Change)  12-387  Needed","Anonymous 1494","2012-09-13","https://www.en-net.org/question/840.aspx",8661,NA,8661,NA
"Announcements & Nutritionists needed","Nutritionist 100% Geneva based with 30% overseas","Valérie Captier","2016-02-05","https://www.en-net.org/question/2356.aspx",8660,NA,8660,NA
"Announcements & Nutritionists needed","NUTRITIONIST HEAD OF PROJECT - SPECIALIST IN INFANT AND YOUNG CHILD PRACTICES - LEBANON","Silvina Campanini","2013-10-21","https://www.en-net.org/question/1175.aspx",9227,NA,9227,NA
"Announcements & Nutritionists needed","Nutritionist Needed - WFP Sudan!","Aachal CHAND","2018-03-18","https://www.en-net.org/question/3265.aspx",7680,NA,7680,NA
"Announcements & Nutritionists needed","Nutritionist needed for a Country Portfolio Evaluation in Afghanistan for WFP","Silvia Cifarelli","2011-12-19","https://www.en-net.org/question/588.aspx",7842,NA,7842,NA
"Announcements & Nutritionists needed","Nutritionist needed for Concern Worldwide Somalia","Anonymous 298","2010-03-23","https://www.en-net.org/question/195.aspx",9833,NA,9833,NA
"Announcements & Nutritionists needed","nutritionist P3 (WFP) based in Maiduguri","Ambarka Youssoufane","2016-09-20","https://www.en-net.org/question/2644.aspx",8363,NA,8363,NA
"Announcements & Nutritionists needed","Nutritionist, Tahoua, Niger, with Concern Worldwide","Gudrun","2015-05-27","https://www.en-net.org/question/1749.aspx",10003,NA,10003,NA
"Announcements & Nutritionists needed","Nutritionist: Concern Worldwide","Anonymous 374","2011-08-23","https://www.en-net.org/question/518.aspx",9071,NA,9071,NA
"Announcements & Nutritionists needed","Nutritionist/Nurse CMAM Supervisor","Anonymous 374","2010-08-06","https://www.en-net.org/question/239.aspx",8995,NA,8995,NA
"Announcements & Nutritionists needed","Nutritionists for India","Anonymous 2344","2013-08-22","https://www.en-net.org/question/1127.aspx",13973,NA,13974,NA
"Announcements & Nutritionists needed","Nutritionists needed - Save the Children is recruiting","Anonymous 24","2012-11-19","https://www.en-net.org/question/903.aspx",9335,NA,9335,NA
"Announcements & Nutritionists needed","Nutriton Adviser Concern Worldwide (HQ)","Regine Kopplow","2020-03-23","https://www.en-net.org/question/3898.aspx",4894,NA,4894,NA
"Announcements & Nutritionists needed","OFFER - NUTRITION & HEALTH COORDINATOR - CAMEROON","Michael ALVES","2017-02-24","https://www.en-net.org/question/2820.aspx",7727,NA,7727,NA
"Announcements & Nutritionists needed","Office of Food for Peace at USAID is looking for a nutritionist","Judy Canahuati","2016-07-31","https://www.en-net.org/question/2577.aspx",8570,NA,8570,NA
"Announcements & Nutritionists needed","Official launch of the GNC/GTAM guidance on the cash and voucher assistance for NiE","Office ENN","2020-08-17","https://www.en-net.org/question/4064.aspx",4574,NA,4574,NA
"Announcements & Nutritionists needed","OFFRE D'EMPLOI : PHARMACIEN REFERENT (H/F) - ACF PARIS","Anonymous 3562","2016-03-07","https://www.en-net.org/question/2391.aspx",8301,NA,8301,NA
"Announcements & Nutritionists needed","Online event: Learning on capacity building for CSOs working on Nutrition in Uganda","Marlene","2021-05-20","https://www.en-net.org/question/4303.aspx",3670,NA,3670,NA
"Announcements & Nutritionists needed","Online public consultation - Draft of the Global Action Plan (GAP) on child wasting","Anonymous 24","2020-01-31","https://www.en-net.org/question/3842.aspx",5776,NA,5776,NA
"Announcements & Nutritionists needed","Online survey on health research priorities  - commissioned by DFID. Opportunity to ensure nutrition priorities are included","Anonymous 24","2015-06-08","https://www.en-net.org/question/1777.aspx",8584,NA,8584,NA
"Announcements & Nutritionists needed","Open call for concept memos: Development of innovative imaging or other technologies to measure individual dietary intake RFP","Florencia Vasta","2016-06-20","https://www.en-net.org/question/2529.aspx",8965,NA,8965,NA
"Announcements & Nutritionists needed","OPM is Seeking a HEALTH ECONOMIST - NUTRITION FINANCING CONSULTANT","Raissa Sawane","2016-03-11","https://www.en-net.org/question/2402.aspx",9064,NA,9064,NA
"Announcements & Nutritionists needed","OPM is seeking a Monitoring & Evaluation of Nutrition and Food Security Consultant","Raissa Sawane","2016-03-11","https://www.en-net.org/question/2401.aspx",8687,NA,8687,NA
"Announcements & Nutritionists needed","Opportunities with Nutrition International-TAN in Bangladesh","Anonymous 24","2018-03-15","https://www.en-net.org/question/3263.aspx",6432,NA,6432,NA
"Announcements & Nutritionists needed","Opportunity Consulting with Nutrition International in Niger","Nutrition International - NTEAM","2018-03-23","https://www.en-net.org/question/3272.aspx",7170,NA,7170,NA
"Announcements & Nutritionists needed","Opportunity for experienced Nutritionist in Niger","David Kilcline","2015-04-15","https://www.en-net.org/question/1688.aspx",8666,NA,8666,NA
"Announcements & Nutritionists needed","Opportunity with FAO First Programme Myanmar","Anonymous 24","2018-03-23","https://www.en-net.org/question/3270.aspx",6513,NA,6513,NA
"Announcements & Nutritionists needed","Opportunity: Exhibition Booths and 'NED Talks' - CMAM Conference","Jessica Worsdale","2021-03-02","https://www.en-net.org/question/4224.aspx",3800,NA,3800,NA
"Announcements & Nutritionists needed","OXFAM is looking for an EFSVL NUTRITION RESEARCH ADVISOR, for SOUTH SUDAN","Anonymous 8961","2017-06-08","https://www.en-net.org/question/2955.aspx",7938,NA,7938,NA
"Announcements & Nutritionists needed","Oxfam Novib is looking for a Gender and Nutrition research consultant","Sanne Bakker","2017-08-04","https://www.en-net.org/question/3014.aspx",7849,NA,7850,NA
"Announcements & Nutritionists needed","Panel discussion 5th December: Influence or information? Advertising & healthcare professionals","Anonymous 24","2019-11-26","https://www.en-net.org/question/3807.aspx",8916,NA,8916,NA
"Announcements & Nutritionists needed","Part-time Principal Nutrition Adviser vacancy","Eva Rahman","2012-09-05","https://www.en-net.org/question/829.aspx",8672,NA,8672,NA
"Announcements & Nutritionists needed","Participants needed: Cost of the Diet Survey","Amy Deptford","2019-10-24","https://www.en-net.org/question/3784.aspx",5157,NA,5157,NA
"Announcements & Nutritionists needed","Plan International Germany seeking Food and Nutrition Security Specialist in DRM - German-speaking","Julia Garz","2018-02-27","https://www.en-net.org/question/3250.aspx",6559,NA,6559,NA
"Announcements & Nutritionists needed","Please inform me if there is any conference/Workshop related to mother and child health and Nutrition being held in USA and Canada","Muhammad Asim","2018-04-18","https://www.en-net.org/question/3292.aspx",5938,NA,5938,NA
"Announcements & Nutritionists needed","POLICY COORDINATOR, SIERRA LEONE (IPA/JPAL PARTNERSHIP)","Anonymous 675","2015-10-27","https://www.en-net.org/question/2229.aspx",8905,NA,8905,NA
"Announcements & Nutritionists needed","Position in SUN Movement Secretariat - Communication Specialist","Anonymous 24","2016-04-06","https://www.en-net.org/question/2434.aspx",8230,NA,8230,NA
"Announcements & Nutritionists needed","Positions with Eleanor Crook Foundation","Anonymous 24","2022-02-15","https://www.en-net.org/question/4495.aspx",2472,NA,2473,NA
"Announcements & Nutritionists needed","Possibilité d'emploi dans le monde entier pour un gestionnaire de programme de Nutrition avec International Medical Corps","LaToya DeLoach","2011-05-11","https://www.en-net.org/question/426.aspx",8337,NA,8337,NA
"Announcements & Nutritionists needed","Possibilité d'emploi nutritionniste avec International Medical Corps situé au Tchad","LaToya DeLoach","2011-05-11","https://www.en-net.org/question/424.aspx",8953,NA,8954,NA
"Announcements & Nutritionists needed","Possibilités accrues de support Tech RRT pour organisations individuelles","Andi Kendle","2017-09-25","https://www.en-net.org/question/3064.aspx",7478,NA,7478,NA
"Announcements & Nutritionists needed","Power of Nutrition vacancy: Senior Nutrition Governance and Systems Reform Specialist","Anna Thornley, HR Manager","2017-09-12","https://www.en-net.org/question/3049.aspx",7456,NA,7456,NA
"Announcements & Nutritionists needed","Present your agriculture/food systems/nutrition research at our upcoming ANH2021 conference","Sylvia Levy","2021-02-09","https://www.en-net.org/question/4201.aspx",4383,NA,4383,NA
"Announcements & Nutritionists needed","Priorities for guidelines on management of child obesity","Anonymous 24","2021-02-25","https://www.en-net.org/question/4217.aspx",3795,NA,3795,NA
"Announcements & Nutritionists needed","Program Coordinator, OTP Nutrition, Yida, South Sudan (1742)","Rebecca Jane Cooper","2013-08-20","https://www.en-net.org/question/1122.aspx",9666,NA,9666,NA
"Announcements & Nutritionists needed","Programme Manager","Joseph Galabuzi","2018-10-01","https://www.en-net.org/question/3461.aspx",5743,NA,5743,NA
"Announcements & Nutritionists needed","Programme Manager","Joseph Galabuzi","2018-11-02","https://www.en-net.org/question/3485.aspx",5561,NA,5561,NA
"Announcements & Nutritionists needed","Programme Manager","Joseph Galabuzi","2019-05-29","https://www.en-net.org/question/3671.aspx",5186,NA,5187,NA
"Announcements & Nutritionists needed","Programme Manager","Joseph Galabuzi","2019-06-13","https://www.en-net.org/question/3697.aspx",5102,NA,5102,NA
"Announcements & Nutritionists needed","Programme Manager (Maternity cover)","Joseph Galabuzi","2018-10-01","https://www.en-net.org/question/3460.aspx",5544,NA,5544,NA
"Announcements & Nutritionists needed","Programme Manager (Maternity cover)","Joseph Galabuzi","2019-05-29","https://www.en-net.org/question/3672.aspx",5098,NA,5098,NA
"Announcements & Nutritionists needed","Programme Manager (Maternity cover)","Joseph Galabuzi","2019-06-13","https://www.en-net.org/question/3698.aspx",5172,NA,5172,NA
"Announcements & Nutritionists needed","Programme Manager Nutrition - Concern DRC","Regine Kopplow","2020-03-12","https://www.en-net.org/question/3877.aspx",5347,NA,5347,NA
"Announcements & Nutritionists needed","Programme Officer Nutrition - Concern DRC","Regine Kopplow","2020-03-12","https://www.en-net.org/question/3876.aspx",5001,NA,5001,NA
"Announcements & Nutritionists needed","Programme Support Officer - Rohingya Crisis - Concern Worldwide","Regine Kopplow","2018-07-17","https://www.en-net.org/question/3387.aspx",7997,NA,7997,NA
"Announcements & Nutritionists needed","Progressio is recruiting for a Communications and Advocacy Adviser placement, based in Malawi, working on nutrition","Georgina Nicoli","2015-10-23","https://www.en-net.org/question/2225.aspx",8969,NA,8969,NA
"Announcements & Nutritionists needed","Project Assistant for ENN","Office ENN","2016-04-29","https://www.en-net.org/question/2473.aspx",8535,NA,8535,NA
"Announcements & Nutritionists needed","Project Coordinator, Concern Worldwide Zambia, for the Female Youths Livelihood and Nutrition Enhancement Project","Regine Kopplow","2015-08-10","https://www.en-net.org/question/1858.aspx",9125,NA,9125,NA
"Announcements & Nutritionists needed","Project Coordinator, Zambia Female Youths Livelihood and Nutrition Enhancement Project","Ciara Passmore","2015-08-11","https://www.en-net.org/question/1860.aspx",8791,NA,8791,NA
"Announcements & Nutritionists needed","Project Director Opportunity in Sudan with International Medical Corps","LaToya DeLoach","2011-05-24","https://www.en-net.org/question/438.aspx",8726,NA,8726,NA
"Announcements & Nutritionists needed","Project Manager for Sudan (m/f) Dafur, The Sudan","Anonymous 1523","2012-07-20","https://www.en-net.org/question/787.aspx",8565,NA,8565,NA
"Announcements & Nutritionists needed","Project Manager for the SUNKM project (part-time)","ENN","2018-05-25","https://www.en-net.org/question/3332.aspx",5962,NA,5962,NA
"Announcements & Nutritionists needed","Project Manager, Bangladesh Nutrition Initiative Project, World Vision","Colleen Emary","2013-03-13","https://www.en-net.org/question/989.aspx",9105,NA,9105,NA
"Announcements & Nutritionists needed","Project Manager/ Analyst - Nutrition/Malnutrition London based (some travel)","Tristan Shirley","2019-05-30","https://www.en-net.org/question/3678.aspx",5101,NA,5101,NA
"Announcements & Nutritionists needed","ProPAN Consultant","Erin McCloskey-Rebelo","2015-02-17","https://www.en-net.org/question/1622.aspx",9048,NA,9048,NA
"Announcements & Nutritionists needed","Public Health Nutrition Technical Advisor- Haiti  13-132","Anonymous 1494","2013-03-15","https://www.en-net.org/question/993.aspx",8604,NA,8604,NA
"Announcements & Nutritionists needed","Public Health Nutrition Technical Advisor- Haiti 13-132","Anonymous 2279","2013-05-30","https://www.en-net.org/question/1059.aspx",8520,NA,8520,NA
"Announcements & Nutritionists needed","Public Health Nutritionist postion at OPM (UK)","Raissa Sawane","2016-03-11","https://www.en-net.org/question/2400.aspx",9507,NA,9507,NA
"Announcements & Nutritionists needed","R4ACT Report:  Impacts of Cash on Nutrition Outcomes","Action Contre la Faim Knowledge Lab","2018-06-22","https://www.en-net.org/question/3366.aspx",5863,NA,5863,NA
"Announcements & Nutritionists needed","R4ACT WASH and Severe Acute Malnutrition Consultancy","Action Contre la Faim Knowledge Lab","2018-07-25","https://www.en-net.org/question/3392.aspx",6237,NA,6237,NA
"Announcements & Nutritionists needed","R4D is recruiting for the new position of Ethiopia Country Director","Anonymous 24","2017-12-04","https://www.en-net.org/question/3159.aspx",7086,NA,7086,NA
"Announcements & Nutritionists needed","R4D seeks a Measurement, Implementation Research, and Learning (MIRL) Director","Anonymous 24","2018-09-20","https://www.en-net.org/question/3451.aspx",5440,NA,5440,NA
"Announcements & Nutritionists needed","Rapid Socio Cultural Assessment (RSCA) Manager (Dadu district, Sindh province, Pakistan)","Anonymous 2278","2013-05-31","https://www.en-net.org/question/1063.aspx",8492,NA,8492,NA
"Announcements & Nutritionists needed","Re-advertised - Humanitarian Nutrition Advisor/ Tech-RRT (IYCF-E)","Megan","2019-03-12","https://www.en-net.org/question/3592.aspx",5356,NA,5356,NA
"Announcements & Nutritionists needed","REACH Initiative is looking for a Nutrition Assessment Officer for South Sudan","Saeed Rahman","2020-12-06","https://www.en-net.org/question/4148.aspx",4253,NA,4254,NA
"Announcements & Nutritionists needed","REACH Initiative is looking for a Nutrition Assessment Officer in Nigeria","Saeed Rahman","2021-01-09","https://www.en-net.org/question/4177.aspx",3957,NA,3957,NA
"Announcements & Nutritionists needed","Recommended Conferences","Anonymous 3900","2016-08-29","https://www.en-net.org/question/2609.aspx",8533,NA,8533,NA
"Announcements & Nutritionists needed","Recruiting a Complementary Feeding in Emergencies Consultant - USAID Advancing Nutrition","Helen Aufderheide","2021-06-28","https://www.en-net.org/question/4343.aspx",3734,NA,3734,NA
"Announcements & Nutritionists needed","Recruiting Consultant to conduct a Maternal New-born and Child Health and Nutrition (MNCHN) Systems Assessment","Marlene","2020-10-26","https://www.en-net.org/question/4115.aspx",4374,NA,4374,NA
"Announcements & Nutritionists needed","Recruiting consultant to support the assessment of nutritional biomarkers in Senegal","Nutrition International - NTEAM","2020-09-01","https://www.en-net.org/question/4074.aspx",4400,NA,4400,NA
"Announcements & Nutritionists needed","Recruiting consultants for technical assistance opportunity in Pakistan","Nutrition International - NTEAM","2019-07-03","https://www.en-net.org/question/3711.aspx",5198,NA,5198,NA
"Announcements & Nutritionists needed","Recruiting five consultants to undertake assessments of technical assistance delivered under NTEAM’s TAN project  in Kenya, Ethiopia, Mozambique, Pakistan and Bangladesh","Nutrition International - NTEAM","2020-09-01","https://www.en-net.org/question/4073.aspx",5086,NA,5086,NA
