"Theme","Topic","Author","Posted","Link","Views_20230822_004356","Replies_20230822_004356","Views_20230822_014849","Replies_20230822_014849","Views_20230822_022220","Replies_20230822_022220","Views_20230822_031714","Replies_20230822_031714","Views_20230822_041813","Replies_20230822_041813","Views_20230822_051618","Replies_20230822_051618","Views_20230822_061944","Replies_20230822_061944","Views_20230822_071624","Replies_20230822_071624","Views_20230822_081851","Replies_20230822_081851","Views_20230822_091735","Replies_20230822_091735","Views_20230822_101732","Replies_20230822_101732","Views_20230822_111513","Replies_20230822_111513","Views_20230822_122334","Replies_20230822_122334"
"Announcements & Nutritionists needed","Celebrate World Breastfeeding Week with the Tech RRT Webinar: Synergies in integration with IYCF-E – Breaking down sectoral boundaries","Andi Kendle","2017-08-01","https://www.en-net.org/question/3007.aspx",8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA,8650,NA
"Announcements & Nutritionists needed","Civil Society Coordinator - Scaling Up Nutrition (2606)","Tamsin","2016-07-14","https://www.en-net.org/question/2553.aspx",10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA,10314,NA
"Announcements & Nutritionists needed","Climate Preparedness Officer for East/Southern Africa (P4)/WHO","Marie McGrath","2016-09-01","https://www.en-net.org/question/2617.aspx",9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9385,NA,9386,NA,9386,NA,9386,NA
"Announcements & Nutritionists needed","Clinical dietitian research assistant wanted","Sharon Cox","2016-05-03","https://www.en-net.org/question/2476.aspx",9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9544,NA,9545,NA,9545,NA
"Announcements & Nutritionists needed","Clinical Lead - Improving Care for Undernourished Children with Acute Illness","Tamsin","2015-11-10","https://www.en-net.org/question/2251.aspx",10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10519,NA,10519,NA,10519,NA,10519,NA,10519,NA,10519,NA,10519,NA,10519,NA
"Announcements & Nutritionists needed","clinical nutrition conferences","Juliana Mandha","2015-12-14","https://www.en-net.org/question/2299.aspx",9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA,9540,NA
"Announcements & Nutritionists needed","Cluster Designs to Assess the Prevalence of Acute Malnutrition by Lot Quality Assurance Sampling: A Validation Study by Computer Simulation","Dorothy Mora","2009-03-09","https://www.en-net.org/question/60.aspx",11322,NA,11322,NA,11322,NA,11322,NA,11322,NA,11322,NA,11323,NA,11325,NA,11325,NA,11325,NA,11325,NA,11325,NA,11325,NA
"Announcements & Nutritionists needed","CMAM Coverage Specialist","Anonymous 2278","2013-05-29","https://www.en-net.org/question/1056.aspx",9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA
"Announcements & Nutritionists needed","CMAM Coverage Specialist (Abuja, Nigeria)","Anonymous 2278","2013-05-31","https://www.en-net.org/question/1062.aspx",9409,NA,9409,NA,9409,NA,9409,NA,9409,NA,9410,NA,9410,NA,9410,NA,9410,NA,9410,NA,9410,NA,9410,NA,9410,NA
"Announcements & Nutritionists needed","CMAM Expert– Nigeria -- Northern Nigeria","Anonymous 1271","2012-05-09","https://www.en-net.org/question/721.aspx",9851,NA,9851,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA,9852,NA
"Announcements & Nutritionists needed","CMAM Expert– Nigeria -- Northern Nigeria","Anonymous 1271","2012-05-16","https://www.en-net.org/question/732.aspx",9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA,9059,NA
"Announcements & Nutritionists needed","CMAM Forum Coordinator","Jose Luis Alvarez Moran","2015-08-06","https://www.en-net.org/question/1854.aspx",10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA,10942,NA
"Announcements & Nutritionists needed","CMAM Forum Technical Adviser – Consultancy (up to 50 days to end 2014)","Kristine Albrektsen","2014-01-16","https://www.en-net.org/question/1247.aspx",10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA,10122,NA
"Announcements & Nutritionists needed","CMAM Guideline Review Consultancy - Pakistan","Megan Gayford","2013-07-08","https://www.en-net.org/question/1094.aspx",9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA,9780,NA
"Announcements & Nutritionists needed","CMAM nutritionist needed urgently for DPRK - Save the Children","Anonymous 557","2011-10-07","https://www.en-net.org/question/542.aspx",9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA,9543,NA
"Announcements & Nutritionists needed","CMAM specialist","Gwenaelle Garnier","2019-04-29","https://www.en-net.org/question/3634.aspx",5855,NA,5855,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5856,NA,5857,NA
"Announcements & Nutritionists needed","CMAM/ IMAM consultancy opportunity with SUN Fund, Zambia","Gudrun Stallkamp","2014-12-16","https://www.en-net.org/question/1570.aspx",10689,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA,10690,NA
"Announcements & Nutritionists needed","Cochrane Special Collections on Acute Malnutrition published","Celeste Naude","2018-08-08","https://www.en-net.org/question/3414.aspx",6636,NA,6637,NA,6637,NA,6637,NA,6637,NA,6637,NA,6638,NA,6639,NA,6639,NA,6640,NA,6640,NA,6640,NA,6640,NA
"Announcements & Nutritionists needed","Colloque Recherche et Nutrition à Paris, le 13 novembre 2017 - Action Contre la Faim","Anonymous 12362","2017-10-09","https://www.en-net.org/question/3083.aspx",7682,NA,7682,NA,7682,NA,7682,NA,7682,NA,7682,NA,7682,NA,7684,NA,7684,NA,7684,NA,7684,NA,7684,NA,7684,NA
"Announcements & Nutritionists needed","Commodity Management Expert Needed","Kathryn","2019-05-20","https://www.en-net.org/question/3664.aspx",5705,NA,5705,NA,5705,NA,5705,NA,5706,NA,5706,NA,5706,NA,5706,NA,5706,NA,5706,NA,5706,NA,5706,NA,5706,NA
"Announcements & Nutritionists needed","Communications and Advocacy Adviser vacancy","Georgina Nicoli","2015-07-22","https://www.en-net.org/question/1838.aspx",9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA,9618,NA
"Announcements & Nutritionists needed","Communications and Advocacy Adviser Vacancy, based in Malawi","Georgina Nicoli","2015-02-20","https://www.en-net.org/question/1628.aspx",9613,NA,9613,NA,9613,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA,9614,NA
"Announcements & Nutritionists needed","Concern is looking for a consultant for Zambia to design baseline survey and monitoring tools","Regine Kopplow","2015-04-13","https://www.en-net.org/question/1681.aspx",9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9679,NA,9680,NA,9680,NA,9680,NA
"Announcements & Nutritionists needed","Concern seeking consultant to evaluate South Sudan nutrition programme","Kate Golden","2013-03-04","https://www.en-net.org/question/982.aspx",10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA,10297,NA
"Announcements & Nutritionists needed","Concern seeking Trials for Improved Practice Study consultant, Uganda","Kate Golden","2013-04-23","https://www.en-net.org/question/1028.aspx",10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10012,NA,10013,NA
"Announcements & Nutritionists needed","CONCERN WORLDWIDE - Global CMAM Surge Advisor - Flexible Location","Concern Worldwide","2020-10-08","https://www.en-net.org/question/4102.aspx",5846,NA,5846,NA,5846,NA,5846,NA,5847,NA,5848,NA,5848,NA,5848,NA,5849,NA,5849,NA,5850,NA,5850,NA,5851,NA
"Announcements & Nutritionists needed","Concern Worldwide announces Traineeship opportunities.","Anonymous 688","2011-07-05","https://www.en-net.org/question/477.aspx",9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA
"Announcements & Nutritionists needed","Concern Worldwide in Zambia seeks a Consultant for a Cost of Diet analysis","Regine Kopplow","2017-03-20","https://www.en-net.org/question/2856.aspx",8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA,8739,NA
"Announcements & Nutritionists needed","Concern Worldwide in Zambia: Consultant to Collect Qualitative Data for the FYNEP Final Evaluation","Regine Kopplow","2018-03-05","https://www.en-net.org/question/3256.aspx",7526,NA,7526,NA,7526,NA,7526,NA,7526,NA,7526,NA,7526,NA,7527,NA,7527,NA,7527,NA,7527,NA,7527,NA,7527,NA
"Announcements & Nutritionists needed","Concern Worldwide is hiring a HEALTH & NUTRITION ADVISER in West Darfur","David Kilcline","2015-03-06","https://www.en-net.org/question/1645.aspx",10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA,10114,NA
"Announcements & Nutritionists needed","Concern Worldwide is looking for a Consultant Nutrition Advisor in Pakistan","Douglas Jayasekaran","2011-02-15","https://www.en-net.org/question/352.aspx",9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA,9866,NA
"Announcements & Nutritionists needed","Concern Worldwide is looking for a Nutrition Survey Consultant in Aweil, Southern Sudan","Douglas Jayasekaran","2011-02-09","https://www.en-net.org/question/342.aspx",9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA,9824,NA
"Announcements & Nutritionists needed","CONCERN WORLDWIDE is looking for Area Coordinators in the DRC","Delia Dumbravescu","2015-04-30","https://www.en-net.org/question/1705.aspx",21223,NA,21223,NA,21223,NA,21223,NA,21223,NA,21223,NA,21223,NA,21225,NA,21225,NA,21225,NA,21226,NA,21226,NA,21226,NA
"Announcements & Nutritionists needed","Concern Worldwide is seeking a HEALTH & NUTRITION MANAGER for programme start-up in CAR","David Kilcline","2015-03-06","https://www.en-net.org/question/1646.aspx",9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA,9598,NA
"Announcements & Nutritionists needed","Concern Worldwide is seeking a Health Consultant to review the CMAM and Health Surge models (home based).","Lucy Lafferty","2021-06-16","https://www.en-net.org/question/4326.aspx",4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA,4085,NA
"Announcements & Nutritionists needed","Concern Worldwide seeks an Emergency Coordinator in Niger","Tamsin","2015-03-03","https://www.en-net.org/question/1641.aspx",9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA,9696,NA
"Announcements & Nutritionists needed","Concern Worldwide seeks FIELD STUDY COORDINATOR ? MOGADISHU","Tamsin","2015-12-17","https://www.en-net.org/question/2303.aspx",10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA,10518,NA
"Announcements & Nutritionists needed","Concern: consultant required for Zambia on nutrition sensitive conservation agriculture","Regine Kopplow","2015-02-04","https://www.en-net.org/question/1606.aspx",9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA,9159,NA
"Announcements & Nutritionists needed","Conference on Community-based SAM treatment","Tamsin","2013-05-21","https://www.en-net.org/question/1045.aspx",9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA
"Announcements & Nutritionists needed","Conseil Santé seeks a health education expert for a 3 year nutrition project in Yemen (EU funded)","Marin de Silans","2014-08-19","https://www.en-net.org/question/1455.aspx",8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA,8879,NA
"Announcements & Nutritionists needed","Conseil Santé seeks a nutritionist for a 3 year nutrition project in Yemen (EU funded)","Marin de Silans","2014-08-19","https://www.en-net.org/question/1454.aspx",8280,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA
"Announcements & Nutritionists needed","Conseil Santé seeks a Team leader for 3 years nutrition project in Yemen (EU funded)","Marin de Silans","2014-08-19","https://www.en-net.org/question/1453.aspx",8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA,8366,NA
"Announcements & Nutritionists needed","Consortium Team Leader - Bangladesh","Kate Magee","2019-03-13","https://www.en-net.org/question/3593.aspx",6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6105,NA,6106,NA
"Announcements & Nutritionists needed","Consultancy -  Strengthening SUN Movement guidance on reducing nutritional inequalities, and working towards gender equality and empowerment of women and girls","Nutrition International - NTEAM","2018-08-03","https://www.en-net.org/question/3409.aspx",6371,NA,6371,NA,6371,NA,6371,NA,6371,NA,6371,NA,6371,NA,6372,NA,6372,NA,6372,NA,6372,NA,6372,NA,6372,NA
"Announcements & Nutritionists needed","Consultancy - A Nutrition specialist for SMART / SENS nutrition survey for Chad","Terry Theuri","2021-03-11","https://www.en-net.org/question/4245.aspx",5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA,5121,NA
"Announcements & Nutritionists needed","Consultancy - ACF Nutrition Security training kit revision and test","Julien Morel","2014-10-20","https://www.en-net.org/question/1507.aspx",10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA,10473,NA
"Announcements & Nutritionists needed","Consultancy - CMAM Forum Resource Base Review","Rebecca Brown","2013-05-29","https://www.en-net.org/question/1055.aspx",7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA,7960,NA
"Announcements & Nutritionists needed","Consultancy - External Evaluation of the GNC Technical Alliance","GNC Technical Alliance Leadership Team","2022-09-14","https://www.en-net.org/question/4670.aspx",841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA,841,NA
"Announcements & Nutritionists needed","Consultancy - Multisector Assessment, Migration Corridor Djibouti","Action contre la Faim","2016-09-16","https://www.en-net.org/question/2637.aspx",8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA,8864,NA
"Announcements & Nutritionists needed","Consultancy - NUTRITION AND FOOD SECURITY BARRIER ANALYSIS","Action contre la Faim","2016-08-30","https://www.en-net.org/question/2611.aspx",8472,NA,8472,NA,8472,NA,8472,NA,8472,NA,8472,NA,8473,NA,8473,NA,8473,NA,8473,NA,8473,NA,8473,NA,8473,NA
"Announcements & Nutritionists needed","Consultancy - Policy and Programs Review & Developing an action framework to Improve Adolescent Nutrition in Pakistan","Tamsin","2018-06-02","https://www.en-net.org/question/3338.aspx",6775,NA,6775,NA,6775,NA,6775,NA,6775,NA,6775,NA,6775,NA,6776,NA,6776,NA,6776,NA,6776,NA,6776,NA,6776,NA
"Announcements & Nutritionists needed","Consultancy - Social and Behavioral Change ACF DRC","Anonymous 41056","2022-09-21","https://www.en-net.org/question/4673.aspx",652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA,652,NA
"Announcements & Nutritionists needed","Consultancy - Social Transfers - Burkina Faso","Audrey Papucci","2012-07-19","https://www.en-net.org/question/786.aspx",9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9150,NA,9151,NA,9151,NA
"Announcements & Nutritionists needed","Consultancy assignment","Deutsche Welthunger hilfe","2019-07-04","https://www.en-net.org/question/3713.aspx",5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA,5570,NA
"Announcements & Nutritionists needed","consultancy for assessment on Vitamin A Supplementation in 4 African countries","David Doledec","2019-06-26","https://www.en-net.org/question/3708.aspx",6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA,6156,NA
"Announcements & Nutritionists needed","Consultancy for CMAM Surge Approach Learning Review and Evaluation","Suzanne Fuhrman","2017-08-06","https://www.en-net.org/question/3016.aspx",8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8655,NA,8657,NA
"Announcements & Nutritionists needed","Consultancy for evaluation of HKI Vitamin A supplementation regional project","David Doledec","2014-12-19","https://www.en-net.org/question/1575.aspx",9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA,9839,NA
"Announcements & Nutritionists needed","CONSULTANCY FOR HONDURAS IYCF-E SUPPORT","Jalaa Abdalrahman","2022-03-28","https://www.en-net.org/question/4526.aspx",1898,NA,1898,NA,1898,NA,1898,NA,1898,NA,1898,NA,1898,NA,1898,NA,1899,NA,1899,NA,1899,NA,1899,NA,1899,NA
"Announcements & Nutritionists needed","Consultancy for operations research on health system strengthening with HKI","David Doledec","2017-11-07","https://www.en-net.org/question/3108.aspx",7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA,7726,NA
"Announcements & Nutritionists needed","Consultancy in Pakistan to Support Ministry of National Health Services, Regulations and Coordination (MoNHSR&C) in implementation of food fortification initiatives in Pakistan","Nutrition International - NTEAM","2018-09-25","https://www.en-net.org/question/3454.aspx",6082,NA,6082,NA,6082,NA,6082,NA,6083,NA,6083,NA,6083,NA,6083,NA,6083,NA,6083,NA,6083,NA,6084,NA,6084,NA
"Announcements & Nutritionists needed","CONSULTANCY ON ASSESSMENT SUPPORT TO BOLIVIA","Jalaa Abdalrahman","2022-07-25","https://www.en-net.org/question/4636.aspx",813,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA,814,NA
"Announcements & Nutritionists needed","CONSULTANCY ON CASH AND VOUCHER ASSISTANCE (CVA) FOR NUTRITION","Jalaa Abdalrahman","2021-09-08","https://www.en-net.org/question/4397.aspx",4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA,4287,NA
"Announcements & Nutritionists needed","CONSULTANCY ON CMAM COSTING EXERCISE SUPPORT TO NE NIGERIA","Jalaa Abdalrahman","2023-08-17","https://www.en-net.org/question/4926.aspx",100,NA,102,NA,103,NA,103,NA,103,NA,104,NA,104,NA,104,NA,105,NA,106,NA,106,NA,107,NA,110,NA
"Announcements & Nutritionists needed","CONSULTANCY ON LOCALISATION OF TECHNICAL SUPPORT","Jalaa Abdalrahman","2022-04-11","https://www.en-net.org/question/4537.aspx",1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA,1643,NA
"Announcements & Nutritionists needed","CONSULTANCY ON LOCALISATION OF TECHNICAL SUPPORT- Extension","Jalaa Abdalrahman","2022-05-20","https://www.en-net.org/question/4571.aspx",920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA,920,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MAMI AND IYCF-E SUPPORT TO MOZAMBIQUE","Jalaa Abdalrahman","2023-02-08","https://www.en-net.org/question/4782.aspx",434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA,434,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MAMI AND IYCF-E SUPPORT TO MOZAMBIQUE- Closing date is extended to Feb 22, 2023","Jalaa Abdalrahman","2023-02-17","https://www.en-net.org/question/4793.aspx",458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA,458,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MATERNAL AND INFANT NUTRITION ADVISOR CHILDREN IN EMERGENCIES (WAN-U), MALI-  Extension","Jalaa Abdalrahman","2023-03-04","https://www.en-net.org/question/4809.aspx",592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,592,NA,593,NA,593,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MATERNAL AND INFANT NUTRITION ADVISOR CHILDREN IN EMERGENCIES (WAN-U), MALI- Extension","Jalaa Abdalrahman","2023-02-28","https://www.en-net.org/question/4800.aspx",494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,494,NA,495,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MATERNAL AND INFANT NUTRITION ADVISOR CHILDREN IN EMERGENCIES (WAN-U), MALI.","Jalaa Abdalrahman","2023-02-23","https://www.en-net.org/question/4796.aspx",610,NA,610,NA,610,NA,610,NA,610,NA,610,NA,610,NA,611,NA,611,NA,611,NA,611,NA,612,NA,612,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MIYCN-E FOR THE NORTHWEST SYRIA NUTRITION CLUSTER","Jalaa Abdalrahman","2022-09-30","https://www.en-net.org/question/4682.aspx",758,NA,758,NA,758,NA,758,NA,758,NA,758,NA,758,NA,760,NA,760,NA,760,NA,760,NA,760,NA,760,NA
"Announcements & Nutritionists needed","CONSULTANCY ON MIYCN-E FOR THE SOMALIA NUTRITION CLUSTER","Jalaa Abdalrahman","2022-09-30","https://www.en-net.org/question/4683.aspx",796,NA,796,NA,796,NA,796,NA,797,NA,797,NA,797,NA,799,NA,799,NA,799,NA,799,NA,799,NA,799,NA
"Announcements & Nutritionists needed","Consultancy on nutrition budgeting and advocacy","Gwyneth Cotes","2016-10-14","https://www.en-net.org/question/2682.aspx",9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA,9047,NA
"Announcements & Nutritionists needed","Consultancy on Nutrition Sensitive Programming","Pushpa Acharya","2016-04-28","https://www.en-net.org/question/2472.aspx",10585,NA,10585,NA,10585,NA,10585,NA,10586,NA,10586,NA,10586,NA,10586,NA,10586,NA,10586,NA,10586,NA,10586,NA,10586,NA
"Announcements & Nutritionists needed","CONSULTANCY ON SIMPLIFIED APPROACHES FOR TREATMENT OF CHILD WASTING FOR DRC NUTRITION CLUSTER.","Jalaa Abdalrahman","2023-01-23","https://www.en-net.org/question/4767.aspx",791,NA,791,NA,791,NA,791,NA,791,NA,791,NA,791,NA,792,NA,792,NA,792,NA,792,NA,792,NA,792,NA
"Announcements & Nutritionists needed","CONSULTANCY ON STABLISATION CENTRES IN SYRIA","Jalaa Abdalrahman","2022-03-09","https://www.en-net.org/question/4507.aspx",2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2482,NA,2483,NA,2483,NA
"Announcements & Nutritionists needed","CONSULTANCY ON STRENGTHENING INPATIENT CARE OF MALNUTRITION, SOMALIA NUTRITION CLUSTER","Jalaa Abdalrahman","2023-02-08","https://www.en-net.org/question/4781.aspx",522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA,522,NA
"Announcements & Nutritionists needed","Consultancy opportunities with the N-Team (Nutritional International)","Tui Swinnen","2017-09-15","https://www.en-net.org/question/3053.aspx",8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA,8629,NA
"Announcements & Nutritionists needed","Consultancy opportunity - ENN IFE-CFE Consultant","Office ENN","2023-02-23","https://www.en-net.org/question/4795.aspx",756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,756,NA,757,NA,757,NA
"Announcements & Nutritionists needed","Consultancy opportunity to develop Nutrition and Resilience country case studies","Kauffmann","2021-10-22","https://www.en-net.org/question/4425.aspx",3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3838,NA,3839,NA,3839,NA
"Announcements & Nutritionists needed","Consultancy opportunity to provide technical assistance to support Implementation of a Regional Nutrition Knowledge Sharing Platform for the East, Central and Southern Africa Health Community (ECSA-HC)","Nutrition International - NTEAM","2020-07-09","https://www.en-net.org/question/4028.aspx",5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA,5796,NA
"Announcements & Nutritionists needed","Consultancy opportunity with UNICEF","Tamsin","2015-06-22","https://www.en-net.org/question/1798.aspx",9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA,9487,NA
"Announcements & Nutritionists needed","Consultancy opportunity with World Vision for Nutrition Assessment in Sierra Leone","Judith Haase","2015-06-24","https://www.en-net.org/question/1802.aspx",9915,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA,9916,NA
"Announcements & Nutritionists needed","Consultancy or FT position: Women's Nutrition Policy Advocacy and Communications Advisor","Kristen Kappos","2022-07-19","https://www.en-net.org/question/4623.aspx",768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA,768,NA
"Announcements & Nutritionists needed","CONSULTANCY SERVICES SOUGHT FOR REVIEW OF NUTRITION PROGRAMS IN SELECT COUNTRIES IN UNICEF'S EAST & SOUTHERN AFRICA REGION - REVISED TERMS OF REFERENCE","Tamsin","2017-08-31","https://www.en-net.org/question/3039.aspx",8477,NA,8477,NA,8477,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA,8478,NA
