"Theme","Topic","Author","Posted","Link","Views_20231010_004708","Replies_20231010_004708","Views_20231010_015202","Replies_20231010_015202","Views_20231010_022412","Replies_20231010_022412"
"Announcements & Nutritionists needed","Nutrition and Food Security Advisor, Wageningen University Centre for Development Innovations","Katherine Pittore","2017-08-16","https://www.en-net.org/question/3027.aspx",8217,NA,8217,NA,8217,NA
"Announcements & Nutritionists needed","Nutrition and Food Security Survey Consultant","Jennie Hilton","2013-04-01","https://www.en-net.org/question/1013.aspx",9055,NA,9055,NA,9055,NA
"Announcements & Nutritionists needed","Nutrition and Gender advisor","Kat Pittore","2019-08-26","https://www.en-net.org/question/3736.aspx",5966,NA,5966,NA,5966,NA
"Announcements & Nutritionists needed","Nutrition and Health Manager / ACF / Nigeria / HSS profile expert","Chantal Autotte Bouchard","2018-11-01","https://www.en-net.org/question/3483.aspx",7245,NA,7245,NA,7245,NA
"Announcements & Nutritionists needed","Nutrition and Infectious Diseases Advisor (Technical Advisor I), FANTA III Project #3262","Jeffrey Coleman, Recruitment Coordinator","2013-02-14","https://www.en-net.org/question/975.aspx",11071,NA,11071,NA,11071,NA
"Announcements & Nutritionists needed","Nutrition and Livelihoods Manager - LEARN Project, Myanmar","Jennie Hilton","2013-01-18","https://www.en-net.org/question/946.aspx",8993,NA,8993,NA,8993,NA
"Announcements & Nutritionists needed","Nutrition and the Climate Crisis","Alexa Humphreys","2022-09-23","https://www.en-net.org/question/4676.aspx",837,NA,837,NA,837,NA
"Announcements & Nutritionists needed","Nutrition Assessment Manager - Yemen- 12 months contract","Martin Mongalla","2014-01-15","https://www.en-net.org/question/1246.aspx",9498,NA,9498,NA,9498,NA
"Announcements & Nutritionists needed","Nutrition Causal Analyses Consultant - Yemen","Martin Mongalla","2014-01-15","https://www.en-net.org/question/1245.aspx",9268,NA,9269,NA,9270,NA
"Announcements & Nutritionists needed","Nutrition Cluster Co lead - AFGHANISTAN","Anonymous 9558","2017-10-17","https://www.en-net.org/question/3088.aspx",8504,NA,8504,NA,8504,NA
"Announcements & Nutritionists needed","Nutrition Cluster Co-Coordinator for International Medical Corps in South Sudan","Iris Bollemeijer","2020-03-23","https://www.en-net.org/question/3897.aspx",5747,NA,5747,NA,5747,NA
"Announcements & Nutritionists needed","Nutrition Cluster Coordinator 14-581 needed at International Medical Corps","Anonymous 1494","2014-08-04","https://www.en-net.org/question/1438.aspx",9851,NA,9851,NA,9851,NA
"Announcements & Nutritionists needed","Nutrition Consortium Lead - Ethiopia","Kate Magee","2019-01-09","https://www.en-net.org/question/3528.aspx",7214,NA,7214,NA,7214,NA
"Announcements & Nutritionists needed","Nutrition Consultancy to support strengthening and scaling up of IMAM institutionalization in six provinces in Papua New Guinea","Anonymous 3631","2016-04-12","https://www.en-net.org/question/2447.aspx",8290,NA,8290,NA,8290,NA
"Announcements & Nutritionists needed","Nutrition Consultant (Nigerian)","Hanifa Namusoke","2023-05-02","https://www.en-net.org/question/4859.aspx",534,NA,534,NA,534,NA
"Announcements & Nutritionists needed","Nutrition Consultant for HIV/AIDS and OVCs (Nigeria or remote) - Applications are now closed","Abhi Goyal","2016-02-02","https://www.en-net.org/question/2350.aspx",9971,NA,9971,NA,9971,NA
"Announcements & Nutritionists needed","Nutrition Consultant need-Very urgent","Anonymous 665","2011-06-16","https://www.en-net.org/question/466.aspx",10465,NA,10465,NA,10465,NA
"Announcements & Nutritionists needed","Nutrition Consultant needed for Evaluation of CMAM mhealth project in Chad","Miriam Chang","2016-07-04","https://www.en-net.org/question/2546.aspx",9990,NA,9991,NA,9991,NA
"Announcements & Nutritionists needed","Nutrition Consultant needed: CMAM mhealth project monitoring, CHAD","Colleen Emary","2016-03-24","https://www.en-net.org/question/2424.aspx",10327,NA,10328,NA,10328,NA
"Announcements & Nutritionists needed","Nutrition Consultant REF: ANT-M&E-24208","Adem Ozgun","2021-02-22","https://www.en-net.org/question/4210.aspx",4672,NA,4672,NA,4672,NA
"Announcements & Nutritionists needed","Nutrition Consultant required: Barriers, Bottlenecks and Solutions for Nutrition Programming  in Rakhine State, Myanmar","Nicki Connell","2021-09-28","https://www.en-net.org/question/4410.aspx",4571,NA,4571,NA,4571,NA
"Announcements & Nutritionists needed","Nutrition Coordinator - DRC","COOPI - Cooperazione Internazionale","2020-05-06","https://www.en-net.org/question/3974.aspx",5631,NA,5631,NA,5631,NA
"Announcements & Nutritionists needed","Nutrition Coordinator -- Pakistan","Anonymous 1271","2012-05-03","https://www.en-net.org/question/711.aspx",8909,NA,8910,NA,8910,NA
"Announcements & Nutritionists needed","Nutrition Coordinator -- Pakistan","Anonymous 1271","2012-05-09","https://www.en-net.org/question/719.aspx",9722,NA,9722,NA,9722,NA
"Announcements & Nutritionists needed","Nutrition Coordinator -- Pakistan","Anonymous 1271","2012-05-16","https://www.en-net.org/question/731.aspx",9222,NA,9223,NA,9223,NA
"Announcements & Nutritionists needed","Nutrition Coordinator – Nigeria – Abuja","Anonymous 1271","2012-05-03","https://www.en-net.org/question/712.aspx",8343,NA,8343,NA,8343,NA
"Announcements & Nutritionists needed","Nutrition Coordinator – Nigeria – Abuja","Anonymous 1271","2012-05-09","https://www.en-net.org/question/720.aspx",9297,NA,9297,NA,9297,NA
"Announcements & Nutritionists needed","Nutrition Coordinator – Nigeria – Abuja","Anonymous 1271","2012-07-12","https://www.en-net.org/question/783.aspx",8703,NA,8703,NA,8703,NA
"Announcements & Nutritionists needed","Nutrition Coordinator 14-586 at International Medical Corps","Anonymous 1494","2014-08-05","https://www.en-net.org/question/1439.aspx",10026,NA,10026,NA,10026,NA
"Announcements & Nutritionists needed","Nutrition Coordinator needed","Anonymous 17469","2017-11-16","https://www.en-net.org/question/3125.aspx",7450,NA,7450,NA,7450,NA
"Announcements & Nutritionists needed","Nutrition Coordinator position with Concern Worldwide in South Sudan","Anonymous 554","2011-05-19","https://www.en-net.org/question/434.aspx",10021,NA,10021,NA,10022,NA
"Announcements & Nutritionists needed","Nutrition Coordinator- Syria","GOAL Global","2016-07-27","https://www.en-net.org/question/2571.aspx",9004,NA,9004,NA,9004,NA
"Announcements & Nutritionists needed","Nutrition Coordinator, Concern Worldwide Zambia, for the Female Youths Livelihood and Nutrition Enhancement Project","Regine Kopplow","2015-08-10","https://www.en-net.org/question/1859.aspx",9986,NA,9986,NA,9986,NA
"Announcements & Nutritionists needed","Nutrition Coordinator, Zambia Female Youths Livelihood and Nutrition Enhancement Project","Ciara Passmore","2015-08-11","https://www.en-net.org/question/1861.aspx",10510,NA,10510,NA,10510,NA
"Announcements & Nutritionists needed","Nutrition Data Analyst","Anonymous 21944","2018-04-24","https://www.en-net.org/question/3302.aspx",8436,NA,8436,NA,8436,NA
"Announcements & Nutritionists needed","Nutrition Expert (immediate need)","Anonymous 3176","2015-09-25","https://www.en-net.org/question/1935.aspx",8472,NA,8472,NA,8472,NA
"Announcements & Nutritionists needed","Nutrition expert urgently needed to join food security team in Ethiopia","Larissa Pelham","2017-09-07","https://www.en-net.org/question/3045.aspx",8273,NA,8273,NA,8273,NA
"Announcements & Nutritionists needed","Nutrition Expert-Nutrition Programme & Project Development","Anonymous 3817","2017-03-22","https://www.en-net.org/question/2859.aspx",8466,NA,8466,NA,8466,NA
"Announcements & Nutritionists needed","Nutrition Expert, Juba/ South Sudan, with Welthungerhilfe (WHH)","Gudrun Stallkamp","2023-05-19","https://www.en-net.org/question/4871.aspx",630,NA,630,NA,630,NA
"Announcements & Nutritionists needed","Nutrition Humanitarian Trainee Scheme","Tim Siu","2011-07-14","https://www.en-net.org/question/483.aspx",8970,NA,8970,NA,8970,NA
"Announcements & Nutritionists needed","Nutrition in Emergencies Consultancy - UNICEF East Asia Pacific Regional Office","Megan Gayford","2015-05-01","https://www.en-net.org/question/1706.aspx",10133,NA,10133,NA,10133,NA
"Announcements & Nutritionists needed","Nutrition in Emergencies consultant, UNICEF East Asia Pacific Regional Office","Christiane Rudert","2015-09-01","https://www.en-net.org/question/1905.aspx",10774,NA,10774,NA,10774,NA
"Announcements & Nutritionists needed","Nutrition in Emergencies Training Network (NIETN)","Marie McGrath","2010-01-05","https://www.en-net.org/question/177.aspx",13629,NA,13631,NA,13631,NA
"Announcements & Nutritionists needed","Nutrition in Emergency Specialist - Rapid Response Team","Suzanne Fuhrman","2018-11-16","https://www.en-net.org/question/3490.aspx",7027,NA,7027,NA,7027,NA
"Announcements & Nutritionists needed","Nutrition Information Management Officer - Rapid Response Team","Kathy McConnell","2014-07-31","https://www.en-net.org/question/1433.aspx",10357,NA,10357,NA,10357,NA
"Announcements & Nutritionists needed","Nutrition Information Management Officer - World Vision","Colleen Emary","2013-05-27","https://www.en-net.org/question/1051.aspx",9979,NA,9979,NA,9979,NA
"Announcements & Nutritionists needed","Nutrition Information Management Officer (NIMO)-WVC","Antony Peter","2019-08-28","https://www.en-net.org/question/3737.aspx",5803,NA,5803,NA,5803,NA
"Announcements & Nutritionists needed","Nutrition Information Management Officer- May 2013","Candice von Memerty","2013-05-28","https://www.en-net.org/question/1054.aspx",9448,NA,9448,NA,9448,NA
"Announcements & Nutritionists needed","NUTRITION INTERN REQUIRED - Save the Children US","Nicki Connell","2017-02-23","https://www.en-net.org/question/2814.aspx",8662,NA,8662,NA,8662,NA
"Announcements & Nutritionists needed","Nutrition International issues special TAN update on the SUN Global Gathering","Nutrition International - NTEAM","2020-03-16","https://www.en-net.org/question/3882.aspx",5203,NA,5203,NA,5204,NA
"Announcements & Nutritionists needed","Nutrition International seeks consultant for Mozambique","Tamsin","2018-02-27","https://www.en-net.org/question/3252.aspx",7324,NA,7324,NA,7324,NA
"Announcements & Nutritionists needed","Nutrition International seeks consultant for Pakistan","Tamsin","2018-07-23","https://www.en-net.org/question/3389.aspx",6031,NA,6031,NA,6031,NA
"Announcements & Nutritionists needed","Nutrition International-NLIFT is recruiting a Nutrition Technical Advisor in Indonesia","Nutrition International - NTEAM","2019-04-09","https://www.en-net.org/question/3613.aspx",5790,NA,5790,NA,5790,NA
"Announcements & Nutritionists needed","Nutrition Internship Opportunity - Save the Children US","Nicki Connell","2016-09-13","https://www.en-net.org/question/2630.aspx",9051,NA,9051,NA,9051,NA
"Announcements & Nutritionists needed","Nutrition Lead - Ethiopia","Kate Magee","2019-04-25","https://www.en-net.org/question/3631.aspx",6062,NA,6062,NA,6062,NA
"Announcements & Nutritionists needed","Nutrition Manager","Alan Mason","2017-10-24","https://www.en-net.org/question/3097.aspx",7291,NA,7291,NA,7291,NA
"Announcements & Nutritionists needed","Nutrition Manager","Alan Mason","2018-02-22","https://www.en-net.org/question/3246.aspx",6936,NA,6936,NA,6936,NA
"Announcements & Nutritionists needed","Nutrition Manager","Andrew Miller","2016-09-15","https://www.en-net.org/question/2633.aspx",9141,NA,9141,NA,9141,NA
"Announcements & Nutritionists needed","Nutrition Manager (Diets & Practices), P4 , TA , #123688 Abuja, Nigeria","Anonymous 41853","2023-02-13","https://www.en-net.org/question/4788.aspx",567,NA,567,NA,567,NA
"Announcements & Nutritionists needed","Nutrition Manager (Generic) All Medair field programmes.","Anonymous 806","2022-06-13","https://www.en-net.org/question/4591.aspx",1133,NA,1133,NA,1133,NA
"Announcements & Nutritionists needed","Nutrition manager in South Sudan for International Medical Corps","Iris Bollemeijer","2021-08-30","https://www.en-net.org/question/4391.aspx",4670,NA,4670,NA,4670,NA
"Announcements & Nutritionists needed","Nutrition Manager needed in Bol, Chad","Anonymous 1494","2012-08-01","https://www.en-net.org/question/797.aspx",9531,NA,9531,NA,9531,NA
"Announcements & Nutritionists needed","Nutrition Manager-Bol, Chad  12-371  Needed","Anonymous 1494","2012-09-07","https://www.en-net.org/question/834.aspx",9463,NA,9463,NA,9463,NA
"Announcements & Nutritionists needed","Nutrition Manager, Generic","Anonymous 806","2021-11-30","https://www.en-net.org/question/4452.aspx",4480,NA,4480,NA,4480,NA
"Announcements & Nutritionists needed","Nutrition Policy Specialist","Anonymous 4509","2017-03-20","https://www.en-net.org/question/2855.aspx",8594,NA,8595,NA,8595,NA
"Announcements & Nutritionists needed","Nutrition Program Coordinator, WFP, Yida, South Sudan (1782)","Rebecca Jane Cooper","2013-08-20","https://www.en-net.org/question/1125.aspx",10872,NA,10872,NA,10872,NA
"Announcements & Nutritionists needed","Nutrition Program Manager - Multiple Countries","Anonymous 1271","2012-07-12","https://www.en-net.org/question/784.aspx",9165,NA,9165,NA,9165,NA
"Announcements & Nutritionists needed","NUTRITION PROGRAM MANAGER (CMAM) - MYANMAR","Michael ALVES","2017-02-20","https://www.en-net.org/question/2810.aspx",8252,NA,8252,NA,8252,NA
"Announcements & Nutritionists needed","Nutrition Program Manager Dadaab-ACF Kenya Mission","Vivian Ajega","2012-11-30","https://www.en-net.org/question/918.aspx",10007,NA,10007,NA,10007,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- South Sudan  13-070","Anonymous 1494","2013-03-15","https://www.en-net.org/question/992.aspx",9041,NA,9041,NA,9041,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- South Sudan 13-070","Anonymous 1494","2013-03-19","https://www.en-net.org/question/997.aspx",8462,NA,8462,NA,8462,NA
"Announcements & Nutritionists needed","Nutrition Program Manager- Yemen 13-461","Anonymous 2279","2013-10-22","https://www.en-net.org/question/1179.aspx",8944,NA,8944,NA,8945,NA
"Announcements & Nutritionists needed","Nutrition Program Manager, Yida, South Sudan (1780)","Rebecca Jane Cooper","2013-08-20","https://www.en-net.org/question/1124.aspx",9639,NA,9639,NA,9639,NA
"Announcements & Nutritionists needed","Nutrition Program Manager/Fundación Nous Cims SPANISH & FRENCH NEEDED","Anonymous 40902","2022-02-11","https://www.en-net.org/question/4491.aspx",3237,NA,3237,NA,3237,NA
"Announcements & Nutritionists needed","Nutrition Programmes Coordinator - GOAL Global","James","2019-09-20","https://www.en-net.org/question/3766.aspx",6594,NA,6594,NA,6594,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Andrew Miller","2016-09-28","https://www.en-net.org/question/2660.aspx",10116,NA,10116,NA,10116,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Andrew Miller","2017-11-02","https://www.en-net.org/question/3104.aspx",7887,NA,7887,NA,7887,NA
"Announcements & Nutritionists needed","Nutrition Project Manager","Andrew Miller","2018-08-09","https://www.en-net.org/question/3418.aspx",7077,NA,7077,NA,7077,NA
"Announcements & Nutritionists needed","Nutrition Research Manager - South Sudan","Casie Tesfai","2016-09-19","https://www.en-net.org/question/2642.aspx",9363,NA,9363,NA,9363,NA
"Announcements & Nutritionists needed","Nutrition Resource Acquisition, Design and Development Manager","Anonymous 2202","2013-02-01","https://www.en-net.org/question/963.aspx",9325,NA,9325,NA,9325,NA
"Announcements & Nutritionists needed","Nutrition Resource Acquisition, Design and Development Manager","Anonymous 2202","2013-02-01","https://www.en-net.org/question/964.aspx",9309,NA,9309,NA,9309,NA
"Announcements & Nutritionists needed","Nutrition RUTF expert needed for consultancy","Colleen Connell","2019-09-10","https://www.en-net.org/question/3755.aspx",6199,NA,6199,NA,6199,NA
"Announcements & Nutritionists needed","Nutrition Science Program Manager Needed","Megan Bourassa","2021-02-22","https://www.en-net.org/question/4211.aspx",4395,NA,4395,NA,4395,NA
"Announcements & Nutritionists needed","Nutrition Scientist urgently needed","Elvy Wee","2017-11-24","https://www.en-net.org/question/3133.aspx",8330,NA,8330,NA,8330,NA
"Announcements & Nutritionists needed","Nutrition Security Consultant - MSF","Nathalie AVRIL","2021-08-13","https://www.en-net.org/question/4376.aspx",4340,NA,4341,NA,4341,NA
"Announcements & Nutritionists needed","NUTRITION SENIOR ADVISER","Silvina Campanini","2012-12-04","https://www.en-net.org/question/924.aspx",9706,NA,9707,NA,9707,NA
"Announcements & Nutritionists needed","Nutrition Sensitive Programming Specialist","Anonymous 3483","2016-02-04","https://www.en-net.org/question/2354.aspx",9342,NA,9344,NA,9344,NA
"Announcements & Nutritionists needed","Nutrition short course in the UK: DEADLINE EXTENDED!","Jody Harris","2018-03-28","https://www.en-net.org/question/3273.aspx",7356,NA,7356,NA,7356,NA
"Announcements & Nutritionists needed","Nutrition SMART SENS Survey Specialist for Chad - UNHCR Consultancy","Anonymous 40","2019-05-14","https://www.en-net.org/question/3659.aspx",6327,NA,6327,NA,6327,NA
"Announcements & Nutritionists needed","Nutrition Specialist","Anonymous 3831","2019-06-13","https://www.en-net.org/question/3700.aspx",6261,NA,6261,NA,6262,NA
"Announcements & Nutritionists needed","Nutrition Specialist","RedR Australia","2013-05-28","https://www.en-net.org/question/1053.aspx",9546,NA,9547,NA,9547,NA
"Announcements & Nutritionists needed","Nutrition Specialist  IRC Opportunity","Anonymous 3831","2019-11-08","https://www.en-net.org/question/3793.aspx",5569,NA,5569,NA,5569,NA
"Announcements & Nutritionists needed","Nutrition Specialist - IFAD Call for interest for Consultants","Anonymous 41749","2023-01-16","https://www.en-net.org/question/4758.aspx",993,NA,993,NA,994,NA
"Announcements & Nutritionists needed","Nutrition Specialist - IRC HQ, New York","Casie Tesfai","2014-12-04","https://www.en-net.org/question/1562.aspx",9895,NA,9895,NA,9895,NA
"Announcements & Nutritionists needed","Nutrition Specialist - Opportunity at IRC","Anonymous 3831","2019-11-06","https://www.en-net.org/question/3790.aspx",5399,NA,5399,NA,5399,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Community) - 6 months Maternity Cover","Erin McCloskey-Rebelo","2015-02-23","https://www.en-net.org/question/1630.aspx",9910,NA,9910,NA,9910,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Emergency Response Team), P-4, Nutrition Section, Programme Division – New York HQ with frequent travel to the field","United Nations Children's Fund","2018-07-25","https://www.en-net.org/question/3394.aspx",6752,NA,6752,NA,6752,NA
"Announcements & Nutritionists needed","Nutrition specialist (f/m) - Consultant","Anonymous 2393","2013-11-08","https://www.en-net.org/question/1195.aspx",9212,NA,9212,NA,9212,NA
"Announcements & Nutritionists needed","Nutrition specialist (f/m) - Consultant","Anonymous 2393","2013-11-08","https://www.en-net.org/question/1196.aspx",9300,NA,9300,NA,9300,NA
"Announcements & Nutritionists needed","Nutrition Specialist (Information), P-4, ESARO, Nairobi , Kenya, # 71810","Anonymous 3427","2016-05-02","https://www.en-net.org/question/2474.aspx",9860,NA,9860,NA,9860,NA
"Announcements & Nutritionists needed","Nutrition Specialist in Emergencies Job Announcement","Ivennie Matika","2015-04-08","https://www.en-net.org/question/1677.aspx",9103,NA,9103,NA,9103,NA
"Announcements & Nutritionists needed","Nutrition Specialist, P-3, NETI, Various Duty Stations - Generic Vacancy Announcement","Anonymous 3427","2016-07-31","https://www.en-net.org/question/2576.aspx",9791,NA,9791,NA,9791,NA
"Announcements & Nutritionists needed","Nutrition Specialist, UNICEF Afghanistan","Suzanne Fuhrman","2020-03-16","https://www.en-net.org/question/3881.aspx",5432,NA,5432,NA,5432,NA
"Announcements & Nutritionists needed","Nutrition Specialist, World Food Programme, Nepal (closing 18 November)","Lindsey Horton","2015-11-12","https://www.en-net.org/question/2259.aspx",10449,NA,10449,NA,10449,NA
"Announcements & Nutritionists needed","Nutrition specialist/researcher","fewsafghanistan@chemonics.com","2011-09-13","https://www.en-net.org/question/533.aspx",8745,NA,8745,NA,8745,NA
"Announcements & Nutritionists needed","NUTRITION SURVEILLANCE COORDINATOR - AFGHANISTAN - ACTION CONTRE LA FAIM","Michael ALVES","2017-02-24","https://www.en-net.org/question/2818.aspx",8786,NA,8786,NA,8786,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-03-08","https://www.en-net.org/question/670.aspx",9408,NA,9408,NA,9408,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-03-22","https://www.en-net.org/question/676.aspx",9679,NA,9679,NA,9679,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager","Anonymous 1271","2012-04-11","https://www.en-net.org/question/688.aspx",9873,NA,9873,NA,9873,NA
"Announcements & Nutritionists needed","Nutrition Surveillance Program Manager -- Pakistan -- Thatta and Dadu, Sindh","Anonymous 1271","2012-05-03","https://www.en-net.org/question/713.aspx",9753,NA,9753,NA,9753,NA
"Announcements & Nutritionists needed","Nutrition Survey and Research Adviser","Anonymous 374","2019-08-23","https://www.en-net.org/question/3734.aspx",6415,NA,6415,NA,6415,NA
"Announcements & Nutritionists needed","Nutrition Survey and Research Advisor - Concern Worldwide","Regine Kopplow","2019-06-25","https://www.en-net.org/question/3706.aspx",6416,NA,6417,NA,6417,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Jordan","Anonymous 40","2016-02-01","https://www.en-net.org/question/2341.aspx",10677,NA,10677,NA,10677,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Sudan","Anonymous 40","2016-02-01","https://www.en-net.org/question/2343.aspx",10064,NA,10064,NA,10064,NA
"Announcements & Nutritionists needed","Nutrition Survey Co-ordinator Tanzania","Anonymous 40","2016-02-01","https://www.en-net.org/question/2342.aspx",11126,NA,11126,NA,11126,NA
"Announcements & Nutritionists needed","Nutrition Survey Consultant - Chad - to start as soon as possible","Hannah Pollard","2013-09-02","https://www.en-net.org/question/1132.aspx",9012,NA,9012,NA,9012,NA
"Announcements & Nutritionists needed","Nutrition Survey Consultant, Myanmar (3 months to start asap)","Alison Donnelly","2013-07-18","https://www.en-net.org/question/1101.aspx",9128,NA,9128,NA,9128,NA
"Announcements & Nutritionists needed","Nutrition Survey Expert (SMART expert) Nigeria / ACF","Chantal Autotte Bouchard","2018-11-01","https://www.en-net.org/question/3484.aspx",6812,NA,6813,NA,6813,NA
"Announcements & Nutritionists needed","Nutrition Survey South Sudan","Alexandra Blaise Balmer","2017-02-01","https://www.en-net.org/question/2795.aspx",7948,NA,7948,NA,7948,NA
"Announcements & Nutritionists needed","Nutrition Survey Specialist for Algeria - Consultancy 3 months","Anonymous 40","2019-02-01","https://www.en-net.org/question/3547.aspx",6910,NA,6910,NA,6910,NA
"Announcements & Nutritionists needed","Nutrition Survey Technician","Joseph Galabuzi","2019-04-23","https://www.en-net.org/question/3625.aspx",5801,NA,5801,NA,5801,NA
"Announcements & Nutritionists needed","Nutrition Survey Technicians","Joseph Galabuzi","2019-05-29","https://www.en-net.org/question/3674.aspx",5698,NA,5699,NA,5699,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor - Opportunity at IRC","Anonymous 3831","2019-11-06","https://www.en-net.org/question/3789.aspx",5616,NA,5616,NA,5617,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor – Syria Response","Christine Fernandes","2017-08-15","https://www.en-net.org/question/3026.aspx",8328,NA,8328,NA,8328,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor Needed (IRC)","Anonymous 1485","2012-06-19","https://www.en-net.org/question/760.aspx",8680,NA,8680,NA,8681,NA
"Announcements & Nutritionists needed","Nutrition Technical Advisor vacancy","Anonymous 43702","2023-05-12","https://www.en-net.org/question/4866.aspx",704,NA,704,NA,704,NA
"Announcements & Nutritionists needed","Nutrition Technical Manager","Alan Mason","2018-01-18","https://www.en-net.org/question/3192.aspx",7741,NA,7742,NA,7742,NA
"Announcements & Nutritionists needed","Nutrition Traineeship","Concern Worldwide","2012-06-08","https://www.en-net.org/question/751.aspx",10197,NA,10197,NA,10197,NA
"Announcements & Nutritionists needed","Nutrition trainings","Mícheál O hIarlaithe","2010-11-01","https://www.en-net.org/question/292.aspx",9097,NA,9097,NA,9097,NA
"Announcements & Nutritionists needed","Nutritional Causal Analysis Expert needed for ACF India !","Enguerrand ROBLIN","2013-08-23","https://www.en-net.org/question/1129.aspx",10155,NA,10155,NA,10155,NA
"Announcements & Nutritionists needed","Nutritionist - International Committee of the Red Cross","Anonymous 32442","2019-06-03","https://www.en-net.org/question/3681.aspx",6469,NA,6469,NA,6469,NA
"Announcements & Nutritionists needed","Nutritionist - Niger - Concern Job Opportunity","Anonymous 374","2012-07-10","https://www.en-net.org/question/782.aspx",9032,NA,9032,NA,9032,NA
"Announcements & Nutritionists needed","Nutritionist (Social Behavior Change)  12-387  Needed","Anonymous 1494","2012-09-13","https://www.en-net.org/question/840.aspx",9303,NA,9303,NA,9303,NA
"Announcements & Nutritionists needed","Nutritionist 100% Geneva based with 30% overseas","Valérie Captier","2016-02-05","https://www.en-net.org/question/2356.aspx",9320,NA,9320,NA,9320,NA
"Announcements & Nutritionists needed","NUTRITIONIST HEAD OF PROJECT - SPECIALIST IN INFANT AND YOUNG CHILD PRACTICES - LEBANON","Silvina Campanini","2013-10-21","https://www.en-net.org/question/1175.aspx",9984,NA,9984,NA,9984,NA
"Announcements & Nutritionists needed","Nutritionist Needed - WFP Sudan!","Aachal CHAND","2018-03-18","https://www.en-net.org/question/3265.aspx",8723,NA,8723,NA,8723,NA
"Announcements & Nutritionists needed","Nutritionist needed for a Country Portfolio Evaluation in Afghanistan for WFP","Silvia Cifarelli","2011-12-19","https://www.en-net.org/question/588.aspx",8548,NA,8548,NA,8548,NA
"Announcements & Nutritionists needed","Nutritionist needed for Concern Worldwide Somalia","Anonymous 298","2010-03-23","https://www.en-net.org/question/195.aspx",10582,NA,10582,NA,10582,NA
"Announcements & Nutritionists needed","nutritionist P3 (WFP) based in Maiduguri","Ambarka Youssoufane","2016-09-20","https://www.en-net.org/question/2644.aspx",9223,NA,9223,NA,9223,NA
"Announcements & Nutritionists needed","Nutritionist, Tahoua, Niger, with Concern Worldwide","Gudrun Stallkamp","2015-05-27","https://www.en-net.org/question/1749.aspx",11028,NA,11028,NA,11028,NA
"Announcements & Nutritionists needed","Nutritionist: Concern Worldwide","Anonymous 374","2011-08-23","https://www.en-net.org/question/518.aspx",9803,NA,9803,NA,9803,NA
"Announcements & Nutritionists needed","Nutritionist/Nurse CMAM Supervisor","Anonymous 374","2010-08-06","https://www.en-net.org/question/239.aspx",9724,NA,9724,NA,9724,NA
"Announcements & Nutritionists needed","Nutritionists for India","Anonymous 2344","2013-08-22","https://www.en-net.org/question/1127.aspx",14520,NA,14520,NA,14520,NA
"Announcements & Nutritionists needed","Nutritionists needed - Save the Children is recruiting","Tamsin","2012-11-19","https://www.en-net.org/question/903.aspx",10167,NA,10167,NA,10167,NA
"Announcements & Nutritionists needed","Nutriton Adviser Concern Worldwide (HQ)","Regine Kopplow","2020-03-23","https://www.en-net.org/question/3898.aspx",5692,NA,5692,NA,5692,NA
"Announcements & Nutritionists needed","OFFER - NUTRITION & HEALTH COORDINATOR - CAMEROON","Michael ALVES","2017-02-24","https://www.en-net.org/question/2820.aspx",8459,NA,8459,NA,8459,NA
"Announcements & Nutritionists needed","Office of Food for Peace at USAID is looking for a nutritionist","Judy Canahuati","2016-07-31","https://www.en-net.org/question/2577.aspx",9267,NA,9267,NA,9267,NA
"Announcements & Nutritionists needed","Official launch of the GNC/GTAM guidance on the cash and voucher assistance for NiE","Office ENN","2020-08-17","https://www.en-net.org/question/4064.aspx",5309,NA,5309,NA,5309,NA
"Announcements & Nutritionists needed","OFFRE D'EMPLOI : PHARMACIEN REFERENT (H/F) - ACF PARIS","Anonymous 3562","2016-03-07","https://www.en-net.org/question/2391.aspx",8938,NA,8938,NA,8938,NA
"Announcements & Nutritionists needed","Online event: Learning on capacity building for CSOs working on Nutrition in Uganda","Marlene","2021-05-20","https://www.en-net.org/question/4303.aspx",4361,NA,4361,NA,4361,NA
"Announcements & Nutritionists needed","Online public consultation - Draft of the Global Action Plan (GAP) on child wasting","Tamsin","2020-01-31","https://www.en-net.org/question/3842.aspx",6640,NA,6640,NA,6641,NA
"Announcements & Nutritionists needed","Online survey on health research priorities  - commissioned by DFID. Opportunity to ensure nutrition priorities are included","Tamsin","2015-06-08","https://www.en-net.org/question/1777.aspx",9349,NA,9349,NA,9349,NA
