"Theme","Topic","Author","Posted","Link","Views_20240626_005715","Replies_20240626_005715","Views_20240626_021111","Replies_20240626_021111","Views_20240626_024324","Replies_20240626_024324","Views_20240626_032728","Replies_20240626_032728","Views_20240626_042610","Replies_20240626_042610","Views_20240626_052522","Replies_20240626_052522","Views_20240626_072458","Replies_20240626_072458","Views_20240626_082651","Replies_20240626_082651","Views_20240626_092757","Replies_20240626_092757","Views_20240626_102428","Replies_20240626_102428","Views_20240626_112323","Replies_20240626_112323","Views_20240626_123417","Replies_20240626_123417","Views_20240626_132838","Replies_20240626_132838"
"Announcements & Nutritionists needed","Consultant (Research Analyst) for the Society for Implementation Science in Nutrition","Naomi Cahill","2018-08-28","https://www.en-net.org/question/3426.aspx",7006,NA,7006,NA,7006,NA,7007,NA,7009,NA,7009,NA,7010,NA,7011,NA,7012,NA,7012,NA,7012,NA,7012,NA,7013,NA
"Announcements & Nutritionists needed","Consultant Cost of Diet Analysis - Concern Worldwide","Anonymous 361","2019-06-28","https://www.en-net.org/question/3710.aspx",7494,NA,7494,NA,7494,NA,7495,NA,7496,NA,7497,NA,7498,NA,7498,NA,7498,NA,7498,NA,7498,NA,7498,NA,7499,NA
"Announcements & Nutritionists needed","Consultant for Concern Worldwide CMAM Programme in Ethiopia","Anonymous 361","2010-08-27","https://www.en-net.org/question/249.aspx",12629,NA,12629,NA,12629,NA,12629,NA,12629,NA,12630,NA,12632,NA,12632,NA,12632,NA,12632,NA,12632,NA,12632,NA,12632,NA
"Announcements & Nutritionists needed","Consultant for development of Infant Young Child Feeding (IYCF)-emergency(e) guidelines_ Pakistan.","Dr. Saba Shuja","2015-12-28","https://www.en-net.org/question/2312.aspx",10740,NA,10740,NA,10740,NA,10740,NA,10740,NA,10740,NA,10741,NA,10742,NA,10742,NA,10743,NA,10743,NA,10743,NA,10744,NA
"Announcements & Nutritionists needed","Consultant for Eleanor Crook Foundation: Develop and Finalise Strategic Plan 2019-2025","Nicki Connell","2018-08-09","https://www.en-net.org/question/3416.aspx",7427,NA,7428,NA,7428,NA,7429,NA,7430,NA,7430,NA,7430,NA,7431,NA,7431,NA,7431,NA,7431,NA,7431,NA,7431,NA
"Announcements & Nutritionists needed","Consultant for External Evaluation of Tech RRT program","Iris Bollemeijer","2017-11-03","https://www.en-net.org/question/3105.aspx",8417,NA,8417,NA,8417,NA,8418,NA,8419,NA,8420,NA,8420,NA,8421,NA,8421,NA,8421,NA,8421,NA,8421,NA,8421,NA
"Announcements & Nutritionists needed","Consultant for IYCFE assessment among refugees in transit in Europe.","Alexandra Rutishauser-Perera","2015-12-18","https://www.en-net.org/question/2304.aspx",10034,NA,10034,NA,10034,NA,10035,NA,10036,NA,10036,NA,10036,NA,10037,NA,10037,NA,10037,NA,10037,NA,10037,NA,10037,NA
"Announcements & Nutritionists needed","Consultant for the Evaluation of the Global Hunger Index (m/f)","Anonymous 361","2020-01-19","https://www.en-net.org/question/3833.aspx",6804,NA,6804,NA,6804,NA,6806,NA,6807,NA,6808,NA,6808,NA,6809,NA,6809,NA,6809,NA,6809,NA,6809,NA,6809,NA
"Announcements & Nutritionists needed","Consultant in CMAM Bottleneck Analysis","ALEXANDRA RUTISHAUSER","2018-10-16","https://www.en-net.org/question/3473.aspx",6415,NA,6415,NA,6415,NA,6415,NA,6415,NA,6416,NA,6416,NA,6417,NA,6417,NA,6417,NA,6417,NA,6417,NA,6417,NA
"Announcements & Nutritionists needed","Consultant in leadership reinforcement","Alexandra Rutishauser-Perera","2018-10-04","https://www.en-net.org/question/3463.aspx",6358,NA,6358,NA,6358,NA,6358,NA,6358,NA,6359,NA,6359,NA,6360,NA,6360,NA,6360,NA,6360,NA,6360,NA,6361,NA
"Announcements & Nutritionists needed","CONSULTANT IN MODERATE ACUTE MALNUTRITION - SERVICE CONTRACT","Jalaa Abdalrahman","2023-08-17","https://www.en-net.org/question/4925.aspx",968,NA,968,NA,968,NA,968,NA,968,NA,969,NA,969,NA,970,NA,971,NA,971,NA,971,NA,971,NA,971,NA
"Announcements & Nutritionists needed","Consultant need for Nutrition Facilitator's Guide development","Leslie Koo","2014-05-02","https://www.en-net.org/question/1352.aspx",9975,NA,9975,NA,9975,NA,9975,NA,9975,NA,9975,NA,9976,NA,9977,NA,9977,NA,9977,NA,9977,NA,9977,NA,9977,NA
"Announcements & Nutritionists needed","Consultant needed for costing & cost-effectiveness modelling","Amy Mayberry","2019-08-20","https://www.en-net.org/question/3731.aspx",5821,NA,5821,NA,5821,NA,5821,NA,5821,NA,5822,NA,5822,NA,5823,NA,5823,NA,5823,NA,5823,NA,5823,NA,5823,NA
"Announcements & Nutritionists needed","Consultant needed for Link NCA nutrition response analysis guidance","Julien Morel","2015-03-30","https://www.en-net.org/question/1667.aspx",10209,NA,10209,NA,10209,NA,10210,NA,10211,NA,10211,NA,10213,NA,10214,NA,10214,NA,10214,NA,10216,NA,10216,NA,10217,NA
"Announcements & Nutritionists needed","Consultant needed for literature review on nutrition surveillance and early warning","MERIAM Project Consortium- AAH USA","2017-04-03","https://www.en-net.org/question/2880.aspx",9297,NA,9298,NA,9298,NA,9298,NA,9298,NA,9299,NA,9300,NA,9301,NA,9301,NA,9301,NA,9301,NA,9301,NA,9302,NA
"Announcements & Nutritionists needed","Consultant needed for micronutrient data case studies","Megan Bourassa","2022-07-26","https://www.en-net.org/question/4637.aspx",1290,NA,1290,NA,1290,NA,1290,NA,1290,NA,1291,NA,1293,NA,1295,NA,1295,NA,1295,NA,1295,NA,1295,NA,1295,NA
"Announcements & Nutritionists needed","Consultant needed for review of IYCF counseling and training material for Somalia","Erin McCloskey-Rebelo","2012-11-21","https://www.en-net.org/question/908.aspx",11030,NA,11031,NA,11031,NA,11033,NA,11033,NA,11034,NA,11034,NA,11035,NA,11035,NA,11035,NA,11035,NA,11035,NA,11035,NA
"Announcements & Nutritionists needed","Consultant needed for root cause analysis of micronutrient data","Megan Bourassa","2022-07-26","https://www.en-net.org/question/4638.aspx",1466,NA,1467,NA,1468,NA,1468,NA,1468,NA,1469,NA,1469,NA,1470,NA,1471,NA,1471,NA,1471,NA,1471,NA,1471,NA
"Announcements & Nutritionists needed","Consultant needed for scoping study to inform capacity building and institutionalisation strategy (LinkNCA)","Julien Morel","2015-10-23","https://www.en-net.org/question/2224.aspx",10157,NA,10157,NA,10157,NA,10157,NA,10157,NA,10157,NA,10160,NA,10161,NA,10162,NA,10162,NA,10162,NA,10162,NA,10163,NA
"Announcements & Nutritionists needed","Consultant Needed for Stunting Prevention Project","Anonymous 2865","2015-03-16","https://www.en-net.org/question/1648.aspx",10494,NA,10495,NA,10495,NA,10496,NA,10496,NA,10496,NA,10497,NA,10498,NA,10498,NA,10498,NA,10498,NA,10499,NA,10499,NA
"Announcements & Nutritionists needed","Consultant Needed to help with Curriculum Development","Naomi Cahill","2018-08-13","https://www.en-net.org/question/3419.aspx",6472,NA,6472,NA,6472,NA,6472,NA,6472,NA,6473,NA,6473,NA,6474,NA,6474,NA,6474,NA,6474,NA,6474,NA,6474,NA
"Announcements & Nutritionists needed","Consultant roster for Nutrition Cluster partners in CMAM","Isabelle Modigell","2019-06-06","https://www.en-net.org/question/3684.aspx",6980,NA,6980,NA,6980,NA,6982,NA,6982,NA,6982,NA,6982,NA,6983,NA,6983,NA,6983,NA,6983,NA,6983,NA,6984,NA
"Announcements & Nutritionists needed","Consultant roster for Nutrition Cluster partners in Integrated nutrition-specific and nutrition-sensitive interventions","Isabelle Modigell","2019-06-06","https://www.en-net.org/question/3686.aspx",6907,NA,6907,NA,6907,NA,6909,NA,6910,NA,6910,NA,6910,NA,6911,NA,6911,NA,6911,NA,6911,NA,6911,NA,6912,NA
"Announcements & Nutritionists needed","Consultant roster for Nutrition Cluster partners in Micronutrient supplementation in emergencies","Isabelle Modigell","2019-06-06","https://www.en-net.org/question/3683.aspx",6909,NA,6909,NA,6909,NA,6911,NA,6911,NA,6911,NA,6911,NA,6912,NA,6912,NA,6912,NA,6912,NA,6912,NA,6913,NA
"Announcements & Nutritionists needed","Consultant roster for Nutrition Cluster partners in Needs Assessment and Analysis for Nutrition Outcomes","Isabelle Modigell","2019-06-06","https://www.en-net.org/question/3687.aspx",7039,NA,7039,NA,7039,NA,7041,NA,7041,NA,7041,NA,7041,NA,7042,NA,7042,NA,7042,NA,7042,NA,7042,NA,7042,NA
"Announcements & Nutritionists needed","Consultant to conduct Nutrition Causal Analysis in drought affected districts, in Sindh province- Pakistan","Dr. Saba Shuja","2015-12-21","https://www.en-net.org/question/2307.aspx",10188,NA,10188,NA,10188,NA,10190,NA,10192,NA,10193,NA,10193,NA,10194,NA,10194,NA,10194,NA,10194,NA,10194,NA,10194,NA
"Announcements & Nutritionists needed","Consultant to evaluate health-nutrition programme DRC (Concern)","Kate Golden","2022-07-20","https://www.en-net.org/question/4631.aspx",1474,NA,1475,NA,1475,NA,1475,NA,1475,NA,1477,NA,1477,NA,1478,NA,1478,NA,1479,NA,1480,NA,1480,NA,1480,NA
"Announcements & Nutritionists needed","Consultant to join OPML Nutrition Portfolio","Tamsin","2015-04-01","https://www.en-net.org/question/1671.aspx",9601,NA,9602,NA,9602,NA,9602,NA,9602,NA,9602,NA,9604,NA,9604,NA,9604,NA,9604,NA,9604,NA,9604,NA,9604,NA
"Announcements & Nutritionists needed","Consultant-Global Nutrition Cluster Coordination 13-137","Anonymous 2279","2013-05-30","https://www.en-net.org/question/1058.aspx",10448,NA,10448,NA,10448,NA,10448,NA,10450,NA,10450,NA,10451,NA,10452,NA,10452,NA,10452,NA,10452,NA,10452,NA,10452,NA
"Announcements & Nutritionists needed","Consultant-Nutrition Cluster Coordinator 13-137","Anonymous 1494","2013-03-19","https://www.en-net.org/question/996.aspx",10237,NA,10237,NA,10237,NA,10239,NA,10239,NA,10239,NA,10239,NA,10241,NA,10241,NA,10241,NA,10241,NA,10242,NA,10242,NA
"Announcements & Nutritionists needed","Consultant(s) needed: Review of GNC Handbook","Nicki Connell","2015-10-05","https://www.en-net.org/question/1947.aspx",11668,NA,11668,NA,11668,NA,11668,NA,11668,NA,11668,NA,11669,NA,11670,NA,11670,NA,11670,NA,11670,NA,11670,NA,11670,NA
"Announcements & Nutritionists needed","Consultants needed to support Kabul Medical University and Ghazanfar Institute of Health Sciences Afghanistan to upgrade nutrition curricula","Aileen Robertson","2016-02-16","https://www.en-net.org/question/2363.aspx",9620,NA,9620,NA,9620,NA,9620,NA,9620,NA,9620,NA,9621,NA,9622,NA,9622,NA,9622,NA,9623,NA,9623,NA,9623,NA
"Announcements & Nutritionists needed","Consulting opportunity in Punjab, Pakistan","Nutrition International - NTEAM","2020-03-20","https://www.en-net.org/question/3891.aspx",5554,NA,5554,NA,5554,NA,5554,NA,5554,NA,5555,NA,5555,NA,5556,NA,5556,NA,5556,NA,5556,NA,5556,NA,5556,NA
"Announcements & Nutritionists needed","Consulting opportunity to provide technical assistance to the Government of Pakistan to formulate that National Food Fortification Act and Rules of Business","Nutrition International - NTEAM","2020-07-09","https://www.en-net.org/question/4027.aspx",5452,NA,5452,NA,5452,NA,5454,NA,5454,NA,5454,NA,5454,NA,5455,NA,5455,NA,5455,NA,5455,NA,5455,NA,5456,NA
"Announcements & Nutritionists needed","Consulting opportunity to provide technical assistance to the Government of Pakistan to formulate that National Food Fortification Act and Rules of Business","Nutrition International - NTEAM","2020-09-16","https://www.en-net.org/question/4083.aspx",5541,NA,5541,NA,5541,NA,5543,NA,5543,NA,5543,NA,5543,NA,5544,NA,5545,NA,5545,NA,5545,NA,5545,NA,5546,NA
"Announcements & Nutritionists needed","Consulting opportunity to support implementation of a regional nutrition knowledge sharing platform","Nutrition International - NTEAM","2020-05-27","https://www.en-net.org/question/3993.aspx",5951,NA,5951,NA,5951,NA,5953,NA,5953,NA,5953,NA,5953,NA,5954,NA,5954,NA,5954,NA,5954,NA,5954,NA,5954,NA
"Announcements & Nutritionists needed","Consulting opportunity with Nutrition International in Ethiopia and Kenya","Nutrition International - NTEAM","2018-03-21","https://www.en-net.org/question/3268.aspx",7909,NA,7909,NA,7909,NA,7910,NA,7910,NA,7911,NA,7912,NA,7913,NA,7913,NA,7913,NA,7913,NA,7913,NA,7913,NA
"Announcements & Nutritionists needed","Consulting opportunity with Nutrition International-TAN in Ethiopia","Nutrition International - NTEAM","2018-04-09","https://www.en-net.org/question/3285.aspx",8093,NA,8093,NA,8093,NA,8094,NA,8095,NA,8096,NA,8096,NA,8098,NA,8098,NA,8098,NA,8098,NA,8098,NA,8099,NA
"Announcements & Nutritionists needed","CONSULTORIA SOBRE O APOIO DO MAMI E DA IYCF-E A MOÇAMBIQUE""                                     CONSULTANCY ON MAMI AND IYCF-E SUPPORT TO MOZAMBIQUE","Jalaa Abdalrahman","2022-09-30","https://www.en-net.org/question/4684.aspx",1288,NA,1289,NA,1289,NA,1290,NA,1290,NA,1291,NA,1291,NA,1292,NA,1293,NA,1293,NA,1293,NA,1293,NA,1293,NA
"Announcements & Nutritionists needed","Contact of experts in nutrition mentorship/coaching programme development","Marlene","2020-11-12","https://www.en-net.org/question/4130.aspx",9273,NA,9274,NA,9274,NA,9274,NA,9275,NA,9277,NA,9277,NA,9278,NA,9278,NA,9278,NA,9278,NA,9278,NA,9279,NA
"Announcements & Nutritionists needed","COOPI is seeking a Nutrition Coordinator for Mali","COOPI","2016-03-18","https://www.en-net.org/question/2412.aspx",11139,NA,11139,NA,11139,NA,11140,NA,11140,NA,11141,NA,11142,NA,11142,NA,11142,NA,11142,NA,11142,NA,11142,NA,11143,NA
"Announcements & Nutritionists needed","COORDINADOR DE ACCION HUMANITARIA Y GESTION DE DESASTRES -Bolivia/Paraguay-","Silvina Campanini","2012-12-03","https://www.en-net.org/question/922.aspx",11133,NA,11133,NA,11134,NA,11136,NA,11136,NA,11136,NA,11136,NA,11138,NA,11139,NA,11140,NA,11140,NA,11140,NA,11140,NA
"Announcements & Nutritionists needed","COORDINADOR DE AYUDA HUMANITARIA Y GESTION DE DESASTRES -Bolivia/Paraguay-","Silvina Campanini","2012-11-28","https://www.en-net.org/question/915.aspx",10600,NA,10600,NA,10600,NA,10602,NA,10602,NA,10602,NA,10602,NA,10604,NA,10604,NA,10605,NA,10605,NA,10605,NA,10605,NA
"Announcements & Nutritionists needed","Coordinateur Nutrition - IRC Mali (8 mois)","Casie Tesfai","2014-01-06","https://www.en-net.org/question/1236.aspx",11076,NA,11078,NA,11078,NA,11078,NA,11078,NA,11078,NA,11081,NA,11081,NA,11081,NA,11081,NA,11081,NA,11081,NA,11081,NA
"Announcements & Nutritionists needed","Coordinateur Sécurité Alimentaire","Anonymous 1271","2012-03-29","https://www.en-net.org/question/680.aspx",9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9633,NA,9633,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA
"Announcements & Nutritionists needed","Coordinateur/trice Nutrition - Niger","COOPI - Cooperazione Internazionale","2020-05-08","https://www.en-net.org/question/3980.aspx",5624,NA,5625,NA,5625,NA,5625,NA,5625,NA,5626,NA,5627,NA,5628,NA,5628,NA,5628,NA,5628,NA,5628,NA,5628,NA
"Announcements & Nutritionists needed","Coordinator Field Research (Outside U.S.)","Anonymous 5128","2017-03-31","https://www.en-net.org/question/2876.aspx",9141,NA,9141,NA,9141,NA,9141,NA,9141,NA,9142,NA,9143,NA,9144,NA,9144,NA,9144,NA,9144,NA,9144,NA,9145,NA
"Announcements & Nutritionists needed","COORDINATOR FOR QUALITY ASSURANCE OF NUTRITIONAL PRODUCTS AND FOOD (M / F), Paris, 17th","Anonymous 33008","2019-07-24","https://www.en-net.org/question/3723.aspx",6237,NA,6237,NA,6237,NA,6239,NA,6239,NA,6239,NA,6239,NA,6240,NA,6240,NA,6240,NA,6240,NA,6240,NA,6240,NA
"Announcements & Nutritionists needed","CORTASAM launches Landscape Review on completed, ongoing, and planned research in their priority research areas for acute malnutrition","Abhilasha (Vini) Vaid","2020-03-17","https://www.en-net.org/question/3887.aspx",6114,NA,6114,NA,6114,NA,6115,NA,6116,NA,6117,NA,6117,NA,6117,NA,6117,NA,6117,NA,6117,NA,6117,NA,6118,NA
"Announcements & Nutritionists needed","CORTASAM launches Landscape Review on completed, ongoing, and planned research in their priority research areas for acute malnutrition","Abhilasha (Vini) Vaid","2020-04-21","https://www.en-net.org/question/3954.aspx",5981,NA,5982,NA,5982,NA,5985,NA,5985,NA,5986,NA,5986,NA,5986,NA,5986,NA,5986,NA,5986,NA,5986,NA,5986,NA
"Announcements & Nutritionists needed","Cost Effectiveness Assessment Consultant","Joseph Galabuzi","2019-05-29","https://www.en-net.org/question/3673.aspx",6044,NA,6044,NA,6044,NA,6044,NA,6044,NA,6045,NA,6045,NA,6046,NA,6046,NA,6046,NA,6046,NA,6046,NA,6046,NA
"Announcements & Nutritionists needed","Country Manager, Bangladesh - GAIN (Global Alliance for Improved Nutrition)","Anonymous 2802","2015-01-28","https://www.en-net.org/question/1599.aspx",9626,NA,9626,NA,9626,NA,9627,NA,9627,NA,9627,NA,9629,NA,9630,NA,9630,NA,9630,NA,9630,NA,9630,NA,9630,NA
"Announcements & Nutritionists needed","Country Program Director Position with Children's Nutrition Program of Haiti Open","Anonymous 2812","2016-06-15","https://www.en-net.org/question/2522.aspx",8865,NA,8865,NA,8865,NA,8867,NA,8867,NA,8869,NA,8869,NA,8869,NA,8869,NA,8871,NA,8871,NA,8871,NA,8871,NA
"Announcements & Nutritionists needed","COVID-19 and nutrition programmes: What do you want to hear more about?  - COVID-19","Eilise Brennan","2021-08-04","https://www.en-net.org/question/4369.aspx",4711,NA,4711,NA,4711,NA,4711,NA,4711,NA,4712,NA,4712,NA,4714,NA,4714,NA,4714,NA,4714,NA,4714,NA,4715,NA
"Announcements & Nutritionists needed","Current opportunities Job search Back to search Consultant roster for Nutrition Cluster partners in IYCF-E","Isabelle Modigell","2019-06-06","https://www.en-net.org/question/3685.aspx",7383,NA,7384,NA,7384,NA,7386,NA,7386,NA,7386,NA,7386,NA,7388,NA,7388,NA,7388,NA,7388,NA,7388,NA,7389,NA
"Announcements & Nutritionists needed","Deadline extended for consultancy opportunity in Burkina Faso - BFA-02 Development of Multisectoral Coordination Tools and Mechanisms for Nutrition in Burkina Faso","Nutrition International - NTEAM","2018-06-21","https://www.en-net.org/question/3365.aspx",7040,NA,7040,NA,7040,NA,7040,NA,7040,NA,7041,NA,7041,NA,7042,NA,7042,NA,7042,NA,7042,NA,7042,NA,7042,NA
"Announcements & Nutritionists needed","Deadline extension for RFP for Institutional Service to provide Technical Support to Finalize States Level Expansion Plans for Treatment of Acute Malnutrition in Sudan: LRPS–ARS–2014-9110920","Tamsin","2014-03-31","https://www.en-net.org/question/1326.aspx",10288,NA,10289,NA,10289,NA,10289,NA,10289,NA,10289,NA,10292,NA,10292,NA,10292,NA,10292,NA,10292,NA,10292,NA,10293,NA
"Announcements & Nutritionists needed","December 12th - Devex Digital Panel on Scaling Nutrition: Advancing the Conversation","Nicki Connell","2019-12-11","https://www.en-net.org/question/3821.aspx",6189,NA,6189,NA,6189,NA,6189,NA,6189,NA,6190,NA,6190,NA,6191,NA,6191,NA,6191,NA,6191,NA,6192,NA,6192,NA
"Announcements & Nutritionists needed","Delay with mailing out nutrition vacancies","Tamsin","2017-03-03","https://www.en-net.org/question/2829.aspx",8810,NA,8811,NA,8811,NA,8811,NA,8811,NA,8813,NA,8813,NA,8813,NA,8813,NA,8813,NA,8814,NA,8814,NA,8814,NA
"Announcements & Nutritionists needed","Deputy Chief of Party - Programs (Tamale, Ghana) - The SPRING Project","Abhi Goyal","2015-10-05","https://www.en-net.org/question/1946.aspx",10049,NA,10049,NA,10049,NA,10049,NA,10050,NA,10050,NA,10051,NA,10052,NA,10052,NA,10052,NA,10052,NA,10052,NA,10052,NA
"Announcements & Nutritionists needed","Deputy Director of Implementation (Africare Project in Tanzania)","Mark Myatt","2012-05-08","https://www.en-net.org/question/718.aspx",11005,NA,11005,NA,11005,NA,11007,NA,11008,NA,11009,NA,11009,NA,11010,NA,11010,NA,11010,NA,11010,NA,11010,NA,11010,NA
"Announcements & Nutritionists needed","Deputy Head of Nutrition needed at Action Against Hunger UK","ALEXANDRA RUTISHAUSER","2021-02-06","https://www.en-net.org/question/4200.aspx",5058,NA,5058,NA,5058,NA,5058,NA,5058,NA,5059,NA,5059,NA,5061,NA,5061,NA,5061,NA,5061,NA,5061,NA,5061,NA
"Announcements & Nutritionists needed","Des Panneaux de hauteur pour les adultes / Balances 2-en-1 sont nécessaires au Kenya","Fabian Rohner","2017-12-12","https://www.en-net.org/question/3169.aspx",8084,NA,8084,NA,8084,NA,8084,NA,8084,NA,8085,NA,8085,NA,8086,NA,8086,NA,8086,NA,8086,NA,8086,NA,8086,NA
"Announcements & Nutritionists needed","Development of a Costed Nutrition Plan of Action for Somaliland and Puntland (1 Senior Lead Consultant required)","Erin McCloskey-Rebelo","2012-09-20","https://www.en-net.org/question/849.aspx",10728,NA,10728,NA,10728,NA,10730,NA,10730,NA,10731,NA,10731,NA,10732,NA,10732,NA,10732,NA,10732,NA,10732,NA,10732,NA
"Announcements & Nutritionists needed","Development of a Costed Nutrition Plan of Action for Somaliland and Puntland (2 Technical Consultants needed)","Erin McCloskey-Rebelo","2012-09-20","https://www.en-net.org/question/848.aspx",10629,NA,10629,NA,10629,NA,10631,NA,10631,NA,10632,NA,10632,NA,10633,NA,10633,NA,10633,NA,10633,NA,10633,NA,10633,NA
"Announcements & Nutritionists needed","Director - Secretariat of the Global Panel on Agriculture and Food Systems for Nutrition","Tamsin","2014-12-01","https://www.en-net.org/question/1556.aspx",10366,NA,10367,NA,10367,NA,10368,NA,10368,NA,10368,NA,10370,NA,10370,NA,10370,NA,10370,NA,10370,NA,10370,NA,10371,NA
"Announcements & Nutritionists needed","Director of Programmes","Joseph Galabuzi","2018-10-05","https://www.en-net.org/question/3466.aspx",7010,NA,7010,NA,7010,NA,7012,NA,7013,NA,7013,NA,7013,NA,7014,NA,7014,NA,7014,NA,7014,NA,7014,NA,7015,NA
"Announcements & Nutritionists needed","Director, Global Initiatives / Deputy Project Director, SPRING (HKI)","Tamsin","2015-06-22","https://www.en-net.org/question/1797.aspx",9592,NA,9593,NA,9593,NA,9593,NA,9593,NA,9593,NA,9595,NA,9595,NA,9595,NA,9595,NA,9595,NA,9595,NA,9595,NA
"Announcements & Nutritionists needed","Director, Nutrition in Emergencies","Anonymous 2363","2013-09-30","https://www.en-net.org/question/1154.aspx",9982,NA,9982,NA,9982,NA,9982,NA,9982,NA,9982,NA,9984,NA,9985,NA,9985,NA,9985,NA,9985,NA,9985,NA,9985,NA
"Announcements & Nutritionists needed","DIRECTOR, NUTRITION IN EMERGENCIES","Anonymous 2363","2013-10-31","https://www.en-net.org/question/1188.aspx",9494,NA,9495,NA,9495,NA,9495,NA,9495,NA,9495,NA,9496,NA,9497,NA,9497,NA,9497,NA,9497,NA,9497,NA,9497,NA
"Announcements & Nutritionists needed","DISPONIBLE MAINTENANT : Rapport sur le projet FANTA Guatemala","FANTA Project","2017-11-06","https://www.en-net.org/question/3106.aspx",8580,NA,8580,NA,8580,NA,8581,NA,8582,NA,8582,NA,8582,NA,8583,NA,8583,NA,8583,NA,8583,NA,8583,NA,8584,NA
"Announcements & Nutritionists needed","DRC - Nutrition consultancy - Cost-Effectiveness study of simplified approaches","COOPI - Cooperazione Internazionale","2022-06-13","https://www.en-net.org/question/4589.aspx",1733,NA,1733,NA,1733,NA,1733,NA,1733,NA,1734,NA,1734,NA,1736,NA,1737,NA,1737,NA,1737,NA,1740,NA,1740,NA
"Announcements & Nutritionists needed","Early Market Engagement Session for DFID Funded Research into Nutrition Data Gaps","Anna Salvarli","2016-01-11","https://www.en-net.org/question/2318.aspx",10258,NA,10258,NA,10258,NA,10259,NA,10260,NA,10260,NA,10261,NA,10262,NA,10262,NA,10262,NA,10262,NA,10262,NA,10262,NA
"Announcements & Nutritionists needed","ECF Request for Applications Announcement: Open Call for Research Concept Notes","Nicki Connell","2018-10-16","https://www.en-net.org/question/3477.aspx",7331,NA,7331,NA,7331,NA,7332,NA,7333,NA,7333,NA,7334,NA,7335,NA,7335,NA,7335,NA,7335,NA,7335,NA,7335,NA
"Announcements & Nutritionists needed","Economic Security Career webinar","Els Dehantschutter","2022-09-26","https://www.en-net.org/question/4679.aspx",1124,NA,1124,NA,1124,NA,1124,NA,1124,NA,1125,NA,1125,NA,1126,NA,1127,NA,1127,NA,1127,NA,1127,NA,1127,NA
"Announcements & Nutritionists needed","Eleanor Crook Foundation, USAID and DFID Nutrition Innovations in Complex Environments Broad Agency Announcement (BAA)","Tamsin","2018-05-09","https://www.en-net.org/question/3309.aspx",8128,NA,8129,NA,8129,NA,8130,NA,8131,NA,8133,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8134,NA,8135,NA
"Announcements & Nutritionists needed","Eleanor Crook Foundation: Recruitment of Uganda Program Coordinator","Nicki Connell","2018-05-01","https://www.en-net.org/question/3305.aspx",9387,NA,9388,NA,9388,NA,9389,NA,9390,NA,9391,NA,9391,NA,9391,NA,9391,NA,9391,NA,9391,NA,9392,NA,9392,NA
"Announcements & Nutritionists needed","Emergency Field Nutritionist","Anonymous 374","2011-08-23","https://www.en-net.org/question/517.aspx",9496,NA,9496,NA,9496,NA,9496,NA,9496,NA,9497,NA,9497,NA,9499,NA,9499,NA,9499,NA,9499,NA,9499,NA,9499,NA
"Announcements & Nutritionists needed","Emergency Field Nutritionist","Anonymous 554","2011-02-15","https://www.en-net.org/question/351.aspx",9056,NA,9056,NA,9056,NA,9056,NA,9056,NA,9057,NA,9057,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA,9058,NA
"Announcements & Nutritionists needed","Emergency Health Manager (Nurse)","Ricardo Coelho","2016-08-15","https://www.en-net.org/question/2591.aspx",9276,NA,9276,NA,9276,NA,9276,NA,9276,NA,9277,NA,9278,NA,9279,NA,9279,NA,9281,NA,9281,NA,9281,NA,9281,NA
"Announcements & Nutritionists needed","Emergency Nutrition & Health Manager - Bangladesh","Anonymous 9558","2017-10-20","https://www.en-net.org/question/3092.aspx",8514,NA,8514,NA,8514,NA,8514,NA,8514,NA,8515,NA,8515,NA,8516,NA,8516,NA,8516,NA,8516,NA,8516,NA,8516,NA
"Announcements & Nutritionists needed","Emergency Nutrition Advisor Vacancy (Save the Children US)","Sarah (Butler) O'Flynn","2020-03-20","https://www.en-net.org/question/3893.aspx",5748,NA,5748,NA,5748,NA,5748,NA,5748,NA,5750,NA,5750,NA,5750,NA,5750,NA,5750,NA,5750,NA,5750,NA,5750,NA
"Announcements & Nutritionists needed","Emergency Nutrition Advisor- Dublin or London with frequent travel overseas","GOAL Global","2016-07-26","https://www.en-net.org/question/2567.aspx",8872,NA,8872,NA,8872,NA,8873,NA,8873,NA,8874,NA,8874,NA,8875,NA,8875,NA,8875,NA,8875,NA,8875,NA,8875,NA
"Announcements & Nutritionists needed","Emergency Nutrition Consultant - DRC","Rufaro Musvaire","2017-10-27","https://www.en-net.org/question/3098.aspx",8769,NA,8769,NA,8769,NA,8770,NA,8771,NA,8771,NA,8771,NA,8772,NA,8772,NA,8772,NA,8772,NA,8772,NA,8772,NA
"Announcements & Nutritionists needed","Emergency Nutrition Expert - Consultant","Monica Woldt","2019-03-21","https://www.en-net.org/question/3602.aspx",6339,NA,6339,NA,6339,NA,6339,NA,6339,NA,6340,NA,6341,NA,6342,NA,6342,NA,6342,NA,6342,NA,6342,NA,6342,NA
